gene_symbol	raw_counts
DRAXIN	63013
DRC1	43806
DRC3	68453
DRC7	23068
DRD1	38986
DRD2	41028
DRD3	32720
DRD4	80355
DRD5	25738
DRG2	9469
DRGX	5136
DRICH1	44389
DROSHA	2228
DRP2	82360
DSC1	13021
DSC2	14373
DSC3	18490
DSCAM	75934
DSCAML1	82781
DSCC1	61605
DSEL	46570
DSG1	66199
DSG2	79102
DSG3	90561
DSG4	97698
DSN1	46154
DSP	10246
DSPP	34216
DST	60672
DSTN	92978
DSTYK	17202
DTD2	66993
DTHD1	90529
DTL	53237
DTNA	18001
DTNBP1	63418
DTWD1	13843
DTWD2	41664
DTX1	84929
DTX2	40282
DTX3	33908
DTX3L	38898
DTX4	43620
DTYMK	25281
DUOX1	35991
DUOX2	86388
DUOXA1	12983
DUPD1	63718
DUS1L	95010
DUS2	25052
DUS3L	27482
DUS4L	67906
DUSP1	28152
DUSP10	97446
DUSP11	97675
DUSP12	67357
DUSP13	61019
DUSP14	32177
DUSP15	45714
DUSP16	29120
DUSP19	63969
DUSP2	8522
DUSP22	24616
DUSP23	81528
DUSP26	73396
DUSP27	57825
DUSP28	23666
DUSP3	50750
DUSP4	15895
DUSP5	32857
DUSP6	33988
DUSP7	46185
DUSP8	34976
DUSP9	57672
DUT	91183
DUXB	55822
DVL1	1340
DVL2	37628
DVL3	91648
DXO	81899
DYDC1	37798
DYDC2	76655
DYM	33515
DYNC1H1	26805
DYNC1I1	25231
DYNC1I2	14734
DYNC1LI1	79171
DYNC1LI2	74017
DYNC2H1	12486
DYNC2LI1	42519
DYNLRB1	8137
DYNLRB2	9664
DYNLT1	54292
DYNLT3	60166
DYRK1A	39575
DYRK1B	21754
DYRK2	60847
DYRK3	15414
DYRK4	96176
DYSF	42978
DYTN	61016
DZANK1	198
DZIP1	98299
DZIP1L	44670
DZIP3	68939
E2F1	38660
E2F2	78630
E2F3	83715
E2F4	25840
E2F6	3689
E2F7	22020
E2F8	75067
E4F1	85245
EAF1	67057
EAF2	21427
EARS2	27622
EBAG9	32895
EBF1	63478
EBF2	32464
EBF3	87602
EBF4	53869
EBI3	59467
EBNA1BP2	69779
EBPL	25398
ECD	9101
ECE1	87986
ECE2	91018
ECEL1	3546
ECH1	26004
ECHDC1	24904
ECHDC2	73401
ECHDC3	96767
ECHS1	31048
ECI1	55968
ECI2	16309
ECM1	65231
ECM2	70250
ECPAS	5709
ECSIT	2371
ECT2	55082
ECT2L	11788
EDA	31198
EDA2R	64752
EDAR	7343
EDARADD	82932
EDC3	36549
EDC4	44475
EDDM13	99976
EDEM1	3175
EDEM2	96981
EDEM3	35390
EDF1	81314
EDIL3	14127
EDN1	57670
EDN2	1525
EDN3	55839
EDNRA	43113
EDNRB	28871
EDRF1	19915
EEA1	18843
EED	67559
EEF1A1	37314
EEF1A2	40343
EEF1AKMT1	41613
EEF1AKMT3	38513
EEF1AKNMT	46487
EEF1B2	63351
EEF1D	49316
EEF1E1	15088
EEF2	3825
EEF2K	84950
EEFSEC	15655
EEPD1	24748
EFCAB1	24948
EFCAB10	24313
EFCAB11	10166
EFCAB12	32346
EFCAB13	42445
EFCAB3	14380
EFCAB5	48239
EFCAB6	35626
EFCAB7	86510
EFCAB8	990
EFCAB9	82097
EFCC1	50929
EFEMP1	58000
EFEMP2	72611
EFHB	931
EFHC1	81382
EFHC2	13406
EFHD1	13992
EFHD2	74310
EFNA1	2860
EFNA2	67456
EFNA3	86658
EFNA4	43050
EFNA5	31592
EFNB1	3041
EFNB2	28786
EFNB3	41668
EFR3A	28312
EFR3B	53318
EFS	11482
EFTUD2	35272
EGF	60625
EGFL6	36826
EGFL7	55173
EGFLAM	81077
EGFR	79141
EGLN1	84195
EGLN2	38532
EGLN3	10629
EGR1	43911
EGR2	91675
EGR3	78263
EGR4	23541
EHBP1	91035
EHBP1L1	38739
EHD1	84710
EHD2	32302
EHD3	66468
EHD4	13861
EHF	87250
EHHADH	134
EHMT1	58893
EHMT2	40813
EI24	31691
EID2	33633
EIF1	75552
EIF1AD	48165
EIF1AX	3144
EIF1B	79498
EIF2A	80970
EIF2AK1	68347
EIF2AK2	78364
EIF2AK3	7897
EIF2AK4	1072
EIF2B1	87671
EIF2B2	56514
EIF2B3	44761
EIF2B4	48571
EIF2B5	96903
EIF2D	67011
EIF2S1	33158
EIF2S2	76254
EIF3A	84941
EIF3B	69606
EIF3D	67174
EIF3E	48824
EIF3F	94176
EIF3H	83611
EIF3I	46460
EIF3J	24769
EIF3K	70979
EIF3L	55920
EIF3M	44752
EIF4A1	31418
EIF4A2	33922
EIF4A3	11923
EIF4E	92374
EIF4E1B	46868
EIF4E2	37647
EIF4EBP1	95913
EIF4EBP2	20026
EIF4ENIF1	18891
EIF4G1	44870
EIF4G2	40610
EIF4G3	40720
EIF4H	75095
EIF5	26885
EIF5A2	86268
EIF5B	55934
EIF6	41151
EIPR1	69516
ELAC1	5371
ELAC2	15514
ELANE	409
ELAVL1	50523
ELAVL2	50648
ELAVL3	40475
ELAVL4	2357
ELF1	34742
ELF2	57683
ELF3	26110
ELF4	20719
ELF5	754
ELFN1	56905
ELFN2	31744
ELK1	84471
ELK3	26489
ELK4	87002
ELL	3540
ELL2	16621
ELL3	68231
ELMO1	64922
ELMO2	3389
ELMO3	94941
ELMOD1	91309
ELMOD2	23597
ELMOD3	67263
ELMSAN1	19076
ELOA	32027
ELOB	50703
ELOF1	57957
ELOVL1	18386
ELOVL2	76953
ELOVL3	64572
ELOVL4	74912
ELOVL5	28365
ELOVL6	86143
ELOVL7	48256
ELP1	4208
ELP2	47289
ELP3	5624
ELP4	51638
ELP5	38532
ELP6	91709
EMB	91957
EMC1	98280
EMC10	56428
EMC2	60202
EMC3	33575
EMC4	23413
EMC6	10713
EMC7	4875
EMC8	13852
EMC9	67645
EMCN	43422
EMD	43518
EME1	10528
EME2	97698
EMG1	4843
EMID1	92008
EMILIN1	68159
EMILIN2	31477
EMILIN3	37362
EML1	51399
EML3	18792
EML4	30778
EML6	48216
EMP1	85075
EMP2	48016
EMP3	24036
EMSY	97628
EMX1	14822
EMX2	75776
EN1	8110
EN2	64583
ENAH	14207
ENC1	31594
ENDOD1	85021
ENDOG	99491
ENDOU	16777
ENDOV	71640
ENG	42550
ENGASE	66546
ENHO	43166
ENKD1	26099
ENKUR	889
ENO1	16062
ENO2	16798
ENO3	91462
ENO4	31534
ENOSF1	43185
ENOX1	37019
ENOX2	51586
ENPEP	19983
ENPP1	35069
ENPP2	62725
ENPP3	32721
ENPP4	24128
ENPP5	93655
ENPP6	56447
ENSMFAG00000000001	24706
ENSMFAG00000000002	88881
ENSMFAG00000000003	75819
ENSMFAG00000000004	15158
ENSMFAG00000000005	28011
ENSMFAG00000000006	25194
ENSMFAG00000000007	59066
ENSMFAG00000000008	24380
ENSMFAG00000000009	77237
ENSMFAG00000000010	45523
ENSMFAG00000000011	83117
ENSMFAG00000000012	77798
ENSMFAG00000000013	74625
ENSMFAG00000000014	24701
ENSMFAG00000000015	54502
ENSMFAG00000000016	89295
ENSMFAG00000000017	60638
ENSMFAG00000000018	27266
ENSMFAG00000000019	40797
ENSMFAG00000000020	97341
ENSMFAG00000000021	40217
ENSMFAG00000000022	66894
ENSMFAG00000000023	57954
ENSMFAG00000000024	66791
ENSMFAG00000000027	58131
ENSMFAG00000000030	62657
ENSMFAG00000000031	79705
ENSMFAG00000000045	32132
ENSMFAG00000000046	92083
ENSMFAG00000000052	62421
ENSMFAG00000000056	69114
ENSMFAG00000000057	94655
ENSMFAG00000000061	68197
ENSMFAG00000000063	87721
ENSMFAG00000000071	45056
ENSMFAG00000000104	41544
ENSMFAG00000000112	65943
ENSMFAG00000000116	15149
ENSMFAG00000000122	94874
ENSMFAG00000000126	75848
ENSMFAG00000000135	5549
ENSMFAG00000000148	79463
ENSMFAG00000000157	47014
ENSMFAG00000000159	81223
ENSMFAG00000000169	64509
ENSMFAG00000000175	66912
ENSMFAG00000000181	83679
ENSMFAG00000000187	22976
ENSMFAG00000000190	60002
ENSMFAG00000000194	31620
ENSMFAG00000000196	38978
ENSMFAG00000000209	77687
ENSMFAG00000000210	90701
ENSMFAG00000000213	15838
ENSMFAG00000000219	70075
ENSMFAG00000000222	27527
ENSMFAG00000000224	26223
ENSMFAG00000000230	32849
ENSMFAG00000000245	39180
ENSMFAG00000000257	39817
ENSMFAG00000000262	58580
ENSMFAG00000000268	91207
ENSMFAG00000000270	67807
ENSMFAG00000000272	48566
ENSMFAG00000000280	88779
ENSMFAG00000000288	13350
ENSMFAG00000000296	22597
ENSMFAG00000000297	85279
ENSMFAG00000000298	15248
ENSMFAG00000000300	72534
ENSMFAG00000000301	59130
ENSMFAG00000000302	70127
ENSMFAG00000000303	99436
ENSMFAG00000000306	80931
ENSMFAG00000000311	39009
ENSMFAG00000000313	15616
ENSMFAG00000000314	90611
ENSMFAG00000000315	11578
ENSMFAG00000000325	24023
ENSMFAG00000000333	3630
ENSMFAG00000000343	46033
ENSMFAG00000000351	75394
ENSMFAG00000000359	75159
ENSMFAG00000000366	30997
ENSMFAG00000000371	69773
ENSMFAG00000000382	63424
ENSMFAG00000000385	31470
ENSMFAG00000000394	15694
ENSMFAG00000000396	16976
ENSMFAG00000000409	96324
ENSMFAG00000000419	50484
ENSMFAG00000000420	63266
ENSMFAG00000000440	74093
ENSMFAG00000000455	14918
ENSMFAG00000000460	84497
ENSMFAG00000000463	81977
ENSMFAG00000000474	93019
ENSMFAG00000000495	59008
ENSMFAG00000000516	91768
ENSMFAG00000000525	23508
ENSMFAG00000000532	50768
ENSMFAG00000000540	44788
ENSMFAG00000000554	91792
ENSMFAG00000000556	73665
ENSMFAG00000000557	35605
ENSMFAG00000000569	42489
ENSMFAG00000000580	70403
ENSMFAG00000000587	64770
ENSMFAG00000000589	94011
ENSMFAG00000000595	27691
ENSMFAG00000000597	710
ENSMFAG00000000609	51458
ENSMFAG00000000629	62680
ENSMFAG00000000632	95020
ENSMFAG00000000634	30408
ENSMFAG00000000643	34799
ENSMFAG00000000646	27691
ENSMFAG00000000663	85723
ENSMFAG00000000664	10693
ENSMFAG00000000668	32520
ENSMFAG00000000676	396
ENSMFAG00000000677	62235
ENSMFAG00000000679	9530
ENSMFAG00000000694	56016
ENSMFAG00000000700	66768
ENSMFAG00000000709	67201
ENSMFAG00000000716	30140
ENSMFAG00000000734	67112
ENSMFAG00000000740	67283
ENSMFAG00000000742	7414
ENSMFAG00000000747	1354
ENSMFAG00000000755	35769
ENSMFAG00000000763	19022
ENSMFAG00000000764	30860
ENSMFAG00000000772	20546
ENSMFAG00000000779	1690
ENSMFAG00000000784	90676
ENSMFAG00000000811	74416
ENSMFAG00000000817	38455
ENSMFAG00000000826	51280
ENSMFAG00000000837	3323
ENSMFAG00000000844	52547
ENSMFAG00000000846	75274
ENSMFAG00000000848	25558
ENSMFAG00000000856	16446
ENSMFAG00000000857	36844
ENSMFAG00000000863	64763
ENSMFAG00000000871	83003
ENSMFAG00000000872	8156
ENSMFAG00000000888	28312
ENSMFAG00000000890	51031
ENSMFAG00000000895	25412
ENSMFAG00000000896	88466
ENSMFAG00000000898	4361
ENSMFAG00000000905	76599
ENSMFAG00000000909	70621
ENSMFAG00000000912	68770
ENSMFAG00000000917	34369
ENSMFAG00000000927	65865
ENSMFAG00000000936	40826
ENSMFAG00000000938	75005
ENSMFAG00000000957	24090
ENSMFAG00000000965	59665
ENSMFAG00000000972	28247
ENSMFAG00000000976	2616
ENSMFAG00000000984	40796
ENSMFAG00000000985	95454
ENSMFAG00000000988	74051
ENSMFAG00000000991	21026
ENSMFAG00000001012	29847
ENSMFAG00000001022	59922
ENSMFAG00000001023	86061
ENSMFAG00000001024	20648
ENSMFAG00000001028	46390
ENSMFAG00000001034	55224
ENSMFAG00000001036	56829
ENSMFAG00000001037	14407
ENSMFAG00000001040	10418
ENSMFAG00000001054	77814
ENSMFAG00000001057	65992
ENSMFAG00000001058	4432
ENSMFAG00000001063	14778
ENSMFAG00000001079	26529
ENSMFAG00000001096	41061
ENSMFAG00000001098	85184
ENSMFAG00000001105	56517
ENSMFAG00000001113	77376
ENSMFAG00000001123	18792
ENSMFAG00000001127	86108
ENSMFAG00000001129	54198
ENSMFAG00000001138	66925
ENSMFAG00000001143	71117
ENSMFAG00000001146	26746
ENSMFAG00000001156	92145
ENSMFAG00000001158	48106
ENSMFAG00000001159	35001
ENSMFAG00000001163	20299
ENSMFAG00000001169	87055
ENSMFAG00000001177	8853
ENSMFAG00000001181	20327
ENSMFAG00000001184	2762
ENSMFAG00000001185	98225
ENSMFAG00000001198	19067
ENSMFAG00000001209	88107
ENSMFAG00000001211	98793
ENSMFAG00000001216	51791
ENSMFAG00000001217	7267
ENSMFAG00000001218	10695
ENSMFAG00000001221	28562
ENSMFAG00000001225	28591
ENSMFAG00000001230	78390
ENSMFAG00000001234	25032
ENSMFAG00000001235	4382
ENSMFAG00000001238	125
ENSMFAG00000001258	30157
ENSMFAG00000001264	36209
ENSMFAG00000001287	6915
ENSMFAG00000001290	53389
ENSMFAG00000001294	19102
ENSMFAG00000001296	17449
ENSMFAG00000001297	36633
ENSMFAG00000001303	34188
ENSMFAG00000001310	45210
ENSMFAG00000001311	17139
ENSMFAG00000001318	11874
ENSMFAG00000001330	44643
ENSMFAG00000001340	84335
ENSMFAG00000001351	42059
ENSMFAG00000001356	21549
ENSMFAG00000001367	85002
ENSMFAG00000001369	9490
ENSMFAG00000001372	61303
ENSMFAG00000001379	33494
ENSMFAG00000001387	61956
ENSMFAG00000001393	55085
ENSMFAG00000001403	89363
ENSMFAG00000001406	13786
ENSMFAG00000001407	67573
ENSMFAG00000001409	41530
ENSMFAG00000001411	53829
ENSMFAG00000001412	35359
ENSMFAG00000001428	77030
ENSMFAG00000001435	35903
ENSMFAG00000001444	98211
ENSMFAG00000001449	31165
ENSMFAG00000001453	20397
ENSMFAG00000001469	19380
ENSMFAG00000001472	72220
ENSMFAG00000001473	6636
ENSMFAG00000001476	32575
ENSMFAG00000001478	70087
ENSMFAG00000001487	34038
ENSMFAG00000001492	10393
ENSMFAG00000001495	96260
ENSMFAG00000001504	18551
ENSMFAG00000001505	61841
ENSMFAG00000001511	55110
ENSMFAG00000001514	80875
ENSMFAG00000001515	37780
ENSMFAG00000001523	61338
ENSMFAG00000001524	53162
ENSMFAG00000001546	24778
ENSMFAG00000001552	64298
ENSMFAG00000001559	49346
ENSMFAG00000001564	27214
ENSMFAG00000001565	23920
ENSMFAG00000001567	57612
ENSMFAG00000001568	16818
ENSMFAG00000001578	75675
ENSMFAG00000001586	23219
ENSMFAG00000001595	36629
ENSMFAG00000001597	92196
ENSMFAG00000001598	73816
ENSMFAG00000001600	27724
ENSMFAG00000001607	61565
ENSMFAG00000001639	42421
ENSMFAG00000001641	16446
ENSMFAG00000001643	13356
ENSMFAG00000001649	2683
ENSMFAG00000001651	14182
ENSMFAG00000001668	53085
ENSMFAG00000001670	54698
ENSMFAG00000001671	34796
ENSMFAG00000001677	85324
ENSMFAG00000001686	58058
ENSMFAG00000001697	52827
ENSMFAG00000001698	8815
ENSMFAG00000001699	13174
ENSMFAG00000001703	61579
ENSMFAG00000001705	45525
ENSMFAG00000001714	6265
ENSMFAG00000001719	370
ENSMFAG00000001726	1203
ENSMFAG00000001733	18975
ENSMFAG00000001734	92423
ENSMFAG00000001743	21499
ENSMFAG00000001751	22367
ENSMFAG00000001753	29622
ENSMFAG00000001757	81426
ENSMFAG00000001772	23814
ENSMFAG00000001776	68105
ENSMFAG00000001777	2992
ENSMFAG00000001790	53200
ENSMFAG00000001794	92946
ENSMFAG00000001795	84024
ENSMFAG00000001796	24250
ENSMFAG00000001805	77874
ENSMFAG00000001806	23234
ENSMFAG00000001819	36638
ENSMFAG00000001821	46398
ENSMFAG00000001822	81086
ENSMFAG00000001825	93336
ENSMFAG00000001832	53028
ENSMFAG00000001836	98905
ENSMFAG00000001838	51231
ENSMFAG00000001840	47330
ENSMFAG00000001844	44697
ENSMFAG00000001847	53306
ENSMFAG00000001865	36560
ENSMFAG00000001871	7946
ENSMFAG00000001876	24317
ENSMFAG00000001878	67977
ENSMFAG00000001879	6879
ENSMFAG00000001882	51292
ENSMFAG00000001887	77909
ENSMFAG00000001890	4504
ENSMFAG00000001893	73486
ENSMFAG00000001895	57290
ENSMFAG00000001897	6294
ENSMFAG00000001908	21364
ENSMFAG00000001914	36035
ENSMFAG00000001915	92264
ENSMFAG00000001917	79070
ENSMFAG00000001919	94984
ENSMFAG00000001922	45129
ENSMFAG00000001923	90942
ENSMFAG00000001929	81804
ENSMFAG00000001941	77534
ENSMFAG00000001944	27123
ENSMFAG00000001946	65552
ENSMFAG00000001947	79221
ENSMFAG00000001952	9841
ENSMFAG00000001954	50428
ENSMFAG00000001955	6269
ENSMFAG00000001956	38186
ENSMFAG00000001958	93408
ENSMFAG00000001960	73893
ENSMFAG00000001963	49461
ENSMFAG00000001966	75018
ENSMFAG00000001967	21526
ENSMFAG00000001974	26177
ENSMFAG00000001979	75639
ENSMFAG00000001981	69580
ENSMFAG00000001993	27250
ENSMFAG00000001998	68063
ENSMFAG00000002006	65758
ENSMFAG00000002019	78181
ENSMFAG00000002024	64832
ENSMFAG00000002029	55850
ENSMFAG00000002030	24281
ENSMFAG00000002064	72057
ENSMFAG00000002071	62419
ENSMFAG00000002074	49669
ENSMFAG00000002087	2973
ENSMFAG00000002089	10458
ENSMFAG00000002096	70366
ENSMFAG00000002097	9073
ENSMFAG00000002098	37400
ENSMFAG00000002099	77438
ENSMFAG00000002100	5675
ENSMFAG00000002109	18231
ENSMFAG00000002111	95263
ENSMFAG00000002115	65807
ENSMFAG00000002119	68201
ENSMFAG00000002134	27079
ENSMFAG00000002138	73230
ENSMFAG00000002142	94876
ENSMFAG00000002146	755
ENSMFAG00000002147	48969
ENSMFAG00000002151	20701
ENSMFAG00000002155	84210
ENSMFAG00000002156	18676
ENSMFAG00000002157	93273
ENSMFAG00000002162	70590
ENSMFAG00000002164	47027
ENSMFAG00000002167	65306
ENSMFAG00000002168	43802
ENSMFAG00000002172	14488
ENSMFAG00000002175	9463
ENSMFAG00000002178	64856
ENSMFAG00000002183	58992
ENSMFAG00000002190	29892
ENSMFAG00000002191	70288
ENSMFAG00000002203	30500
ENSMFAG00000002209	40789
ENSMFAG00000002213	95994
ENSMFAG00000002220	31416
ENSMFAG00000002226	47732
ENSMFAG00000002238	4799
ENSMFAG00000002245	61709
ENSMFAG00000002252	4644
ENSMFAG00000002258	16015
ENSMFAG00000002265	88102
ENSMFAG00000002276	68631
ENSMFAG00000002287	37790
ENSMFAG00000002289	84894
ENSMFAG00000002298	31387
ENSMFAG00000002299	43516
ENSMFAG00000002301	76907
ENSMFAG00000002314	50210
ENSMFAG00000002316	26482
ENSMFAG00000002322	94872
ENSMFAG00000002331	28553
ENSMFAG00000002343	39363
ENSMFAG00000002344	99998
ENSMFAG00000002350	15278
ENSMFAG00000002351	48823
ENSMFAG00000002373	89368
ENSMFAG00000002391	82459
ENSMFAG00000002395	68506
ENSMFAG00000002396	96345
ENSMFAG00000002400	82110
ENSMFAG00000002403	55947
ENSMFAG00000002405	28332
ENSMFAG00000002418	99271
ENSMFAG00000002421	67047
ENSMFAG00000002429	83394
ENSMFAG00000002433	28878
ENSMFAG00000002435	37739
ENSMFAG00000002445	69728
ENSMFAG00000002446	30183
ENSMFAG00000002450	61236
ENSMFAG00000002467	78098
ENSMFAG00000002472	54343
ENSMFAG00000002474	25300
ENSMFAG00000002482	90155
ENSMFAG00000002495	17723
ENSMFAG00000002511	84139
ENSMFAG00000002516	25445
ENSMFAG00000002517	25027
ENSMFAG00000002521	95408
ENSMFAG00000002532	45052
ENSMFAG00000002534	79835
ENSMFAG00000002535	44830
ENSMFAG00000002546	39327
ENSMFAG00000002548	84843
ENSMFAG00000002553	50933
ENSMFAG00000002563	20682
ENSMFAG00000002566	7946
ENSMFAG00000002572	75664
ENSMFAG00000002573	88620
ENSMFAG00000002579	24260
ENSMFAG00000002580	78679
ENSMFAG00000002587	84572
ENSMFAG00000002590	16989
ENSMFAG00000002608	47137
ENSMFAG00000002629	28319
ENSMFAG00000002634	88695
ENSMFAG00000002640	60900
ENSMFAG00000002642	44045
ENSMFAG00000002643	49678
ENSMFAG00000002645	59384
ENSMFAG00000002651	93184
ENSMFAG00000002652	71020
ENSMFAG00000002661	31085
ENSMFAG00000002672	49665
ENSMFAG00000002674	6889
ENSMFAG00000002682	80407
ENSMFAG00000002690	38011
ENSMFAG00000002692	38538
ENSMFAG00000002694	58452
ENSMFAG00000002704	24179
ENSMFAG00000002709	77277
ENSMFAG00000002711	81060
ENSMFAG00000002713	35439
ENSMFAG00000002714	37514
ENSMFAG00000002716	35276
ENSMFAG00000002720	44095
ENSMFAG00000002724	98425
ENSMFAG00000002726	78905
ENSMFAG00000002753	73867
ENSMFAG00000002754	59039
ENSMFAG00000002762	61955
ENSMFAG00000002765	61483
ENSMFAG00000002773	4591
ENSMFAG00000002776	54180
ENSMFAG00000002778	47202
ENSMFAG00000002780	60773
ENSMFAG00000002785	8110
ENSMFAG00000002791	97926
ENSMFAG00000002815	70409
ENSMFAG00000002818	62031
ENSMFAG00000002825	56059
ENSMFAG00000002828	70117
ENSMFAG00000002843	49779
ENSMFAG00000002850	366
ENSMFAG00000002853	40706
ENSMFAG00000002854	9284
ENSMFAG00000002856	65445
ENSMFAG00000002857	992
ENSMFAG00000002862	84510
ENSMFAG00000002879	13442
ENSMFAG00000002880	62726
ENSMFAG00000002883	13509
ENSMFAG00000002886	35354
ENSMFAG00000002891	44330
ENSMFAG00000002892	52994
ENSMFAG00000002899	85710
ENSMFAG00000002901	33645
ENSMFAG00000002907	85570
ENSMFAG00000002911	4630
ENSMFAG00000002913	16733
ENSMFAG00000002916	35415
ENSMFAG00000002917	73532
ENSMFAG00000002923	92670
ENSMFAG00000002943	15723
ENSMFAG00000002944	33430
ENSMFAG00000002948	36912
ENSMFAG00000002953	28220
ENSMFAG00000002957	94634
ENSMFAG00000002958	64489
ENSMFAG00000002963	54659
ENSMFAG00000002973	58689
ENSMFAG00000002981	52004
ENSMFAG00000002988	52176
ENSMFAG00000002992	62117
ENSMFAG00000002993	19245
ENSMFAG00000003003	95501
ENSMFAG00000003005	44100
ENSMFAG00000003016	89276
ENSMFAG00000003022	19597
ENSMFAG00000003025	34371
ENSMFAG00000003030	45631
ENSMFAG00000003035	63309
ENSMFAG00000003039	45241
ENSMFAG00000003051	18945
ENSMFAG00000003053	11649
ENSMFAG00000003060	50671
ENSMFAG00000003070	74423
ENSMFAG00000003072	5104
ENSMFAG00000003085	75477
ENSMFAG00000003087	70783
ENSMFAG00000003092	28880
ENSMFAG00000003093	82263
ENSMFAG00000003099	86434
ENSMFAG00000003101	46369
ENSMFAG00000003104	31401
ENSMFAG00000003110	5498
ENSMFAG00000003114	53251
ENSMFAG00000003119	92819
ENSMFAG00000003121	28915
ENSMFAG00000003123	95737
ENSMFAG00000003130	80275
ENSMFAG00000003131	25276
ENSMFAG00000003132	30384
ENSMFAG00000003140	10262
ENSMFAG00000003143	30898
ENSMFAG00000003144	3671
ENSMFAG00000003158	38291
ENSMFAG00000003160	73740
ENSMFAG00000003163	60178
ENSMFAG00000003168	8795
ENSMFAG00000003171	10152
ENSMFAG00000003176	26439
ENSMFAG00000003180	10344
ENSMFAG00000003188	78019
ENSMFAG00000003190	66433
ENSMFAG00000003194	33883
ENSMFAG00000003206	43142
ENSMFAG00000003207	5525
ENSMFAG00000003211	64586
ENSMFAG00000003214	34001
ENSMFAG00000003237	29841
ENSMFAG00000003238	62419
ENSMFAG00000003255	87898
ENSMFAG00000003265	65622
ENSMFAG00000003267	58097
ENSMFAG00000003271	73132
ENSMFAG00000003276	47762
ENSMFAG00000003279	59632
ENSMFAG00000003286	34562
ENSMFAG00000003287	53633
ENSMFAG00000003291	15209
ENSMFAG00000003296	37472
ENSMFAG00000003297	4319
ENSMFAG00000003302	86829
ENSMFAG00000003305	24002
ENSMFAG00000003306	23288
ENSMFAG00000003314	98645
ENSMFAG00000003315	94305
ENSMFAG00000003321	30995
ENSMFAG00000003325	21940
ENSMFAG00000003331	41003
ENSMFAG00000003333	9804
ENSMFAG00000003337	35057
ENSMFAG00000003341	26966
ENSMFAG00000003345	54097
ENSMFAG00000003353	91878
ENSMFAG00000003362	427
ENSMFAG00000003363	74198
ENSMFAG00000003365	5451
ENSMFAG00000003368	93306
ENSMFAG00000003372	61914
ENSMFAG00000003376	17250
ENSMFAG00000003380	36840
ENSMFAG00000003382	93380
ENSMFAG00000003384	17725
ENSMFAG00000003390	31816
ENSMFAG00000003395	64767
ENSMFAG00000003397	62170
ENSMFAG00000003402	26017
ENSMFAG00000003407	4362
ENSMFAG00000003416	72347
ENSMFAG00000003422	76235
ENSMFAG00000003424	95449
ENSMFAG00000003425	92332
ENSMFAG00000003429	59200
ENSMFAG00000003431	24981
ENSMFAG00000003433	42307
ENSMFAG00000003437	8222
ENSMFAG00000003449	58999
ENSMFAG00000003453	96975
ENSMFAG00000003457	22934
ENSMFAG00000003463	64113
ENSMFAG00000003465	99344
ENSMFAG00000003472	52662
ENSMFAG00000003478	47158
ENSMFAG00000003479	90303
ENSMFAG00000003485	57450
ENSMFAG00000003489	88341
ENSMFAG00000003497	85931
ENSMFAG00000003511	54964
ENSMFAG00000003514	62377
ENSMFAG00000003534	45998
ENSMFAG00000003535	66906
ENSMFAG00000003545	52497
ENSMFAG00000003551	27525
ENSMFAG00000003552	2753
ENSMFAG00000003553	72738
ENSMFAG00000003554	93225
ENSMFAG00000003555	72866
ENSMFAG00000003563	26492
ENSMFAG00000003576	11340
ENSMFAG00000003578	79779
ENSMFAG00000003589	69597
ENSMFAG00000003594	51642
ENSMFAG00000003600	77268
ENSMFAG00000003601	94052
ENSMFAG00000003605	1195
ENSMFAG00000003606	11862
ENSMFAG00000003609	37215
ENSMFAG00000003623	10895
ENSMFAG00000003624	85255
ENSMFAG00000003633	42522
ENSMFAG00000003658	2031
ENSMFAG00000003660	62505
ENSMFAG00000003666	55076
ENSMFAG00000003671	50094
ENSMFAG00000003682	59832
ENSMFAG00000003683	68767
ENSMFAG00000003690	27105
ENSMFAG00000003693	2863
ENSMFAG00000003699	21305
ENSMFAG00000003707	36701
ENSMFAG00000003722	36058
ENSMFAG00000003723	13877
ENSMFAG00000003727	77901
ENSMFAG00000003731	4014
ENSMFAG00000003734	87581
ENSMFAG00000003742	83835
ENSMFAG00000003746	27768
ENSMFAG00000003749	34353
ENSMFAG00000003752	91035
ENSMFAG00000003776	55537
ENSMFAG00000003779	40325
ENSMFAG00000003780	15037
ENSMFAG00000003782	28210
ENSMFAG00000003785	46670
ENSMFAG00000003787	33212
ENSMFAG00000003793	65926
ENSMFAG00000003798	93006
ENSMFAG00000003815	6158
ENSMFAG00000003836	82999
ENSMFAG00000003837	43656
ENSMFAG00000003840	65357
ENSMFAG00000003850	75684
ENSMFAG00000003852	23931
ENSMFAG00000003858	11220
ENSMFAG00000003865	25004
ENSMFAG00000003871	75478
ENSMFAG00000003873	84548
ENSMFAG00000003874	10191
ENSMFAG00000003875	84150
ENSMFAG00000003877	36229
ENSMFAG00000003882	13216
ENSMFAG00000003894	59297
ENSMFAG00000003898	58832
ENSMFAG00000003911	44168
ENSMFAG00000003912	52147
ENSMFAG00000003915	46367
ENSMFAG00000003917	2653
ENSMFAG00000003918	98847
ENSMFAG00000003919	41560
ENSMFAG00000003924	26372
ENSMFAG00000003942	100056
ENSMFAG00000003947	44580
ENSMFAG00000003949	14609
ENSMFAG00000003951	51147
ENSMFAG00000003957	31164
ENSMFAG00000003960	73301
ENSMFAG00000003962	35505
ENSMFAG00000003963	14476
ENSMFAG00000003967	57502
