gene_symbol	logCPM
ENSMFAG00000006608	0.38219
ENSMFAG00000006629	7.365418
ENSMFAG00000006705	10.756441
ENSMFAG00000006713	9.872363
ENSMFAG00000006716	5.234831
ENSMFAG00000006726	1.75106
ENSMFAG00000006775	5.293078
ENSMFAG00000006792	5.032143
ENSMFAG00000006813	11.971658
ENSMFAG00000006821	6.532063
ENSMFAG00000006832	1.154066
ENSMFAG00000006845	4.850134
ENSMFAG00000006850	1.836276
ENSMFAG00000006876	9.886073
ENSMFAG00000006881	2.184459
ENSMFAG00000006890	5.904837
ENSMFAG00000006894	6.784957
ENSMFAG00000006902	6.854903
ENSMFAG00000006903	4.729935
ENSMFAG00000006919	1.99594
ENSMFAG00000006923	1.198126
ENSMFAG00000006980	6.597224
ENSMFAG00000007000	2.829257
ENSMFAG00000007012	1.886914
ENSMFAG00000007031	11.395235
ENSMFAG00000007040	6.670822
ENSMFAG00000007043	9.710498
ENSMFAG00000007051	9.95765
ENSMFAG00000007053	6.121308
ENSMFAG00000007061	4.920287
ENSMFAG00000007064	2.898634
ENSMFAG00000007066	6.231175
ENSMFAG00000007085	10.383321
ENSMFAG00000007087	8.725676
ENSMFAG00000007093	6.278237
ENSMFAG00000007094	4.109357
ENSMFAG00000007119	3.955843
ENSMFAG00000007123	4.255979
ENSMFAG00000007129	3.823581
ENSMFAG00000007141	12.016009
ENSMFAG00000007149	5.151626
ENSMFAG00000007154	6.54381
ENSMFAG00000007157	6.825154
ENSMFAG00000007163	4.368458
ENSMFAG00000007166	4.409949
ENSMFAG00000007171	2.522968
ENSMFAG00000007207	10.496224
ENSMFAG00000007213	11.695682
ENSMFAG00000007222	4.365517
ENSMFAG00000007224	7.825758
ENSMFAG00000007230	5.625962
ENSMFAG00000007262	7.271568
ENSMFAG00000007265	11.806893
ENSMFAG00000007266	4.040313
ENSMFAG00000007277	8.790659
ENSMFAG00000007284	1.44495
ENSMFAG00000007295	3.853374
ENSMFAG00000007314	9.275222
ENSMFAG00000007327	9.388161
ENSMFAG00000007334	9.957803
ENSMFAG00000007354	0.57822
ENSMFAG00000007359	8.505145
ENSMFAG00000007370	3.497315
ENSMFAG00000007398	7.135467
ENSMFAG00000007405	11.994503
ENSMFAG00000007416	6.834824
ENSMFAG00000007424	11.321462
ENSMFAG00000007454	2.812602
ENSMFAG00000007477	11.231418
ENSMFAG00000007498	1.738397
ENSMFAG00000007500	10.12747
ENSMFAG00000007503	2.866085
ENSMFAG00000007518	0.619128
ENSMFAG00000007527	11.543185
ENSMFAG00000007530	7.809373
ENSMFAG00000007536	4.459716
ENSMFAG00000007558	10.711892
ENSMFAG00000007583	1.93393
ENSMFAG00000007609	0.930101
ENSMFAG00000007610	10.815638
ENSMFAG00000007624	8.793636
ENSMFAG00000007625	4.000145
ENSMFAG00000007648	7.163382
ENSMFAG00000007674	4.856373
ENSMFAG00000007708	6.123738
ENSMFAG00000007728	0.27313
ENSMFAG00000007767	6.244976
ENSMFAG00000007768	1.872408
ENSMFAG00000007781	4.375937
ENSMFAG00000007790	6.389877
ENSMFAG00000007792	10.440117
ENSMFAG00000007795	10.116278
ENSMFAG00000007818	5.986376
ENSMFAG00000007826	9.395478
ENSMFAG00000007837	7.884974
ENSMFAG00000007860	8.104175
ENSMFAG00000007896	2.667141
ENSMFAG00000007906	11.02865
ENSMFAG00000007928	4.419171
ENSMFAG00000007940	3.813484
ENSMFAG00000007942	11.869378
ENSMFAG00000007943	3.952797
ENSMFAG00000007955	7.393519
ENSMFAG00000007971	1.452816
ENSMFAG00000007994	10.64728
ENSMFAG00000008002	2.164212
ENSMFAG00000008055	11.854348
ENSMFAG00000008058	8.804613
ENSMFAG00000008086	6.2826
ENSMFAG00000008088	3.691019
ENSMFAG00000008096	2.037583
ENSMFAG00000008112	2.760582
ENSMFAG00000008119	9.374384
ENSMFAG00000008140	2.267385
ENSMFAG00000008147	10.337822
ENSMFAG00000008150	7.982036
ENSMFAG00000008170	4.016063
ENSMFAG00000008179	10.397083
ENSMFAG00000008199	5.729501
ENSMFAG00000008202	10.395873
ENSMFAG00000008207	3.855178
ENSMFAG00000008224	11.552495
ENSMFAG00000008239	5.818663
ENSMFAG00000008242	7.80468
ENSMFAG00000008267	7.519912
ENSMFAG00000008290	10.984811
ENSMFAG00000008326	10.80392
ENSMFAG00000008336	5.889689
ENSMFAG00000008367	9.897975
ENSMFAG00000008386	9.244732
ENSMFAG00000008400	5.091573
ENSMFAG00000008404	4.685153
ENSMFAG00000008406	10.692539
ENSMFAG00000008465	3.630282
ENSMFAG00000008517	4.513202
ENSMFAG00000008570	0.289859
ENSMFAG00000008577	8.300861
ENSMFAG00000008578	10.64153
ENSMFAG00000008586	6.157307
ENSMFAG00000008608	3.554329
ENSMFAG00000008648	11.511888
ENSMFAG00000008657	3.703633
ENSMFAG00000008670	11.514419
ENSMFAG00000008694	10.721767
ENSMFAG00000008695	7.053204
ENSMFAG00000008711	1.044592
ENSMFAG00000008718	11.018632
ENSMFAG00000008743	6.600261
ENSMFAG00000008768	9.324873
ENSMFAG00000008773	4.82389
ENSMFAG00000008779	10.689342
ENSMFAG00000008782	3.930643
ENSMFAG00000008788	4.486743
ENSMFAG00000008799	9.98224
ENSMFAG00000008812	3.274128
ENSMFAG00000008838	4.187971
ENSMFAG00000008844	4.967152
ENSMFAG00000008879	9.139756
ENSMFAG00000008940	11.298627
ENSMFAG00000008961	11.172492
ENSMFAG00000008966	5.4267
ENSMFAG00000008976	4.247688
ENSMFAG00000008982	8.978005
ENSMFAG00000008989	9.881169
ENSMFAG00000009004	4.340714
ENSMFAG00000009021	7.666319
ENSMFAG00000009063	5.994671
ENSMFAG00000009085	12.165273
ENSMFAG00000009094	2.630598
ENSMFAG00000009121	8.074356
ENSMFAG00000009138	6.098799
ENSMFAG00000009141	10.439307
ENSMFAG00000009168	4.430806
ENSMFAG00000009181	2.056953
ENSMFAG00000009182	10.865956
ENSMFAG00000009214	10.134702
ENSMFAG00000009222	10.355253
ENSMFAG00000009310	7.553729
ENSMFAG00000009327	6.436466
ENSMFAG00000009336	6.424308
ENSMFAG00000009371	9.424962
ENSMFAG00000009381	2.418975
ENSMFAG00000009457	10.977766
ENSMFAG00000009475	7.217416
ENSMFAG00000009476	6.182063
ENSMFAG00000009493	3.463049
ENSMFAG00000009499	1.912222
ENSMFAG00000009513	9.144524
ENSMFAG00000009540	8.081505
ENSMFAG00000009542	2.869968
ENSMFAG00000009570	8.757017
ENSMFAG00000009576	8.015399
ENSMFAG00000009601	1.753546
ENSMFAG00000009609	4.386361
ENSMFAG00000009611	7.461831
ENSMFAG00000009623	1.269068
ENSMFAG00000009632	3.150488
ENSMFAG00000009673	8.198792
ENSMFAG00000009690	6.255956
ENSMFAG00000009707	9.02176
ENSMFAG00000009709	5.293765
ENSMFAG00000009713	4.932052
ENSMFAG00000009714	6.067201
ENSMFAG00000009732	3.371994
ENSMFAG00000009736	5.567852
ENSMFAG00000009737	8.363793
ENSMFAG00000009760	8.732393
ENSMFAG00000009765	9.571011
ENSMFAG00000009768	0.310318
ENSMFAG00000009792	4.567575
ENSMFAG00000009811	7.354461
ENSMFAG00000009821	1.432717
ENSMFAG00000009845	7.55038
ENSMFAG00000009863	10.853962
ENSMFAG00000009882	1.850539
ENSMFAG00000009892	6.371022
ENSMFAG00000009927	9.379061
ENSMFAG00000009938	10.040462
ENSMFAG00000009957	4.915537
ENSMFAG00000009965	1.620707
ENSMFAG00000010002	4.839577
ENSMFAG00000010052	0.400918
ENSMFAG00000010110	12.048114
ENSMFAG00000010115	6.442655
ENSMFAG00000010132	9.319335
ENSMFAG00000010139	1.671504
ENSMFAG00000010169	8.831367
ENSMFAG00000010194	2.260056
ENSMFAG00000010199	6.377098
ENSMFAG00000010205	6.66345
ENSMFAG00000010228	7.238841
ENSMFAG00000010239	2.343804
ENSMFAG00000010270	3.963539
ENSMFAG00000010277	5.380062
ENSMFAG00000010302	2.647508
ENSMFAG00000010311	8.98543
ENSMFAG00000010339	4.028635
ENSMFAG00000010352	11.744384
ENSMFAG00000010382	1.783457
ENSMFAG00000010400	9.159
ENSMFAG00000010409	10.136834
ENSMFAG00000010423	9.633736
ENSMFAG00000010490	6.245379
ENSMFAG00000010555	2.177647
ENSMFAG00000010631	9.905479
ENSMFAG00000010650	0.784224
ENSMFAG00000010652	0.924643
ENSMFAG00000010673	1.745493
ENSMFAG00000010688	6.947127
ENSMFAG00000010713	1.821298
ENSMFAG00000010714	1.237367
ENSMFAG00000010720	2.807135
ENSMFAG00000010740	2.190206
ENSMFAG00000010744	8.026307
ENSMFAG00000010775	10.256245
ENSMFAG00000010779	7.455542
ENSMFAG00000010780	5.750516
ENSMFAG00000010782	7.293099
ENSMFAG00000010804	11.253418
ENSMFAG00000010806	10.594192
ENSMFAG00000010808	10.886865
ENSMFAG00000010829	9.581036
ENSMFAG00000010836	10.536458
ENSMFAG00000010857	4.635431
ENSMFAG00000010872	1.224766
ENSMFAG00000010881	8.660617
ENSMFAG00000010891	4.671528
ENSMFAG00000010921	0.840777
ENSMFAG00000010929	5.602784
ENSMFAG00000010945	5.814326
ENSMFAG00000010954	11.116955
ENSMFAG00000010964	3.23436
ENSMFAG00000010968	9.702642
ENSMFAG00000010981	1.212778
ENSMFAG00000011016	11.070878
ENSMFAG00000011027	0.322614
ENSMFAG00000011028	7.022512
ENSMFAG00000011035	11.21867
ENSMFAG00000011076	10.775144
ENSMFAG00000011078	11.18607
ENSMFAG00000011094	5.126732
ENSMFAG00000011113	2.065283
ENSMFAG00000011150	1.365723
ENSMFAG00000011159	2.347398
ENSMFAG00000011190	4.713333
ENSMFAG00000011194	4.089045
ENSMFAG00000011220	3.414643
ENSMFAG00000011230	10.29348
ENSMFAG00000011266	1.758758
ENSMFAG00000011286	11.470948
ENSMFAG00000011297	0.303001
ENSMFAG00000011311	7.725198
ENSMFAG00000011317	2.790641
ENSMFAG00000011318	6.168056
ENSMFAG00000011359	0.915114
ENSMFAG00000011367	7.226239
ENSMFAG00000011404	6.963716
ENSMFAG00000011410	8.05762
ENSMFAG00000011413	9.922108
ENSMFAG00000011429	9.065497
ENSMFAG00000011442	8.35394
ENSMFAG00000011451	10.09431
ENSMFAG00000011453	0.520074
ENSMFAG00000011472	1.010894
ENSMFAG00000011474	11.539389
ENSMFAG00000011491	11.702861
ENSMFAG00000011492	0.599243
ENSMFAG00000011553	4.071072
ENSMFAG00000011565	1.891056
ENSMFAG00000011575	9.41155
ENSMFAG00000011594	3.699936
ENSMFAG00000011600	6.70718
ENSMFAG00000011609	1.383976
ENSMFAG00000011620	11.050976
ENSMFAG00000011646	2.117595
ENSMFAG00000011674	5.744045
ENSMFAG00000011685	8.498573
ENSMFAG00000011696	7.725006
ENSMFAG00000011697	9.46329
ENSMFAG00000011703	2.631745
ENSMFAG00000011710	6.538981
ENSMFAG00000011729	0.981992
ENSMFAG00000011735	3.370852
ENSMFAG00000011745	8.117184
ENSMFAG00000011758	10.88441
ENSMFAG00000011761	8.339924
ENSMFAG00000011776	1.847973
ENSMFAG00000011778	8.501269
ENSMFAG00000011785	5.105069
ENSMFAG00000011839	8.531744
ENSMFAG00000011854	8.748587
ENSMFAG00000011904	8.742305
ENSMFAG00000011940	4.210675
ENSMFAG00000011945	10.085467
ENSMFAG00000011947	2.877186
ENSMFAG00000011968	6.412571
ENSMFAG00000011969	11.105232
ENSMFAG00000011982	2.261242
ENSMFAG00000012023	5.014643
ENSMFAG00000012040	11.752763
ENSMFAG00000012041	10.407416
ENSMFAG00000012042	11.543006
ENSMFAG00000012082	8.626843
ENSMFAG00000012084	6.875823
ENSMFAG00000012114	9.202029
ENSMFAG00000012116	3.86883
ENSMFAG00000012118	3.173836
ENSMFAG00000012145	3.264561
ENSMFAG00000012179	11.968777
ENSMFAG00000012180	0.801189
ENSMFAG00000012205	7.576228
ENSMFAG00000012225	5.457184
ENSMFAG00000012229	1.76242
ENSMFAG00000012267	6.445777
ENSMFAG00000012303	8.047145
ENSMFAG00000012321	11.521733
ENSMFAG00000012351	2.699911
ENSMFAG00000012369	2.357713
ENSMFAG00000012371	2.730854
ENSMFAG00000012381	4.688893
ENSMFAG00000012397	1.223222
ENSMFAG00000012407	8.581013
ENSMFAG00000012411	5.570765
ENSMFAG00000012439	5.897325
ENSMFAG00000012468	3.607136
ENSMFAG00000012470	5.026639
ENSMFAG00000012495	6.78802
ENSMFAG00000012520	4.135766
ENSMFAG00000012527	2.872966
ENSMFAG00000012536	4.446356
ENSMFAG00000012537	11.414168
ENSMFAG00000012538	7.869392
ENSMFAG00000012545	8.13478
ENSMFAG00000012549	5.207093
ENSMFAG00000012558	5.156598
ENSMFAG00000012569	4.57586
ENSMFAG00000012591	8.997734
ENSMFAG00000012603	4.927492
ENSMFAG00000012632	5.494518
ENSMFAG00000012633	2.040577
ENSMFAG00000012658	7.080518
ENSMFAG00000012682	9.979558
ENSMFAG00000012711	11.591169
ENSMFAG00000012713	1.802568
ENSMFAG00000012715	9.453794
ENSMFAG00000012756	5.021127
ENSMFAG00000012759	1.218116
ENSMFAG00000012807	7.724625
ENSMFAG00000012820	4.442054
ENSMFAG00000012821	5.059346
ENSMFAG00000012838	4.30566
ENSMFAG00000012839	0.690875
ENSMFAG00000012855	11.669817
ENSMFAG00000012859	9.564263
ENSMFAG00000012871	1.731215
ENSMFAG00000012875	9.465848
ENSMFAG00000012886	6.394143
ENSMFAG00000012902	4.302881
ENSMFAG00000012948	4.028031
ENSMFAG00000012951	8.357081
ENSMFAG00000013002	10.749898
ENSMFAG00000013011	9.284524
ENSMFAG00000013019	2.551662
ENSMFAG00000013031	3.456507
ENSMFAG00000013034	3.107542
ENSMFAG00000013037	1.347625
ENSMFAG00000013038	5.953594
ENSMFAG00000013044	0.887534
ENSMFAG00000013049	12.102876
ENSMFAG00000013070	6.90829
ENSMFAG00000013071	10.848128
ENSMFAG00000013097	8.832653
ENSMFAG00000013118	11.494707
ENSMFAG00000013124	6.639915
ENSMFAG00000013152	5.261675
ENSMFAG00000013167	10.974491
ENSMFAG00000013176	7.40803
ENSMFAG00000013190	0.558001
ENSMFAG00000013210	0.318515
ENSMFAG00000013255	11.808481
ENSMFAG00000013270	9.706242
ENSMFAG00000013274	5.782038
ENSMFAG00000013277	1.846911
ENSMFAG00000013305	4.541267
ENSMFAG00000013319	8.331687
ENSMFAG00000013330	6.902297
ENSMFAG00000013332	7.81613
ENSMFAG00000013333	6.624732
ENSMFAG00000013334	10.503625
ENSMFAG00000013372	11.079245
ENSMFAG00000013376	3.565011
ENSMFAG00000013395	6.697056
ENSMFAG00000013424	9.952334
ENSMFAG00000013448	6.923251
ENSMFAG00000013480	0.456957
ENSMFAG00000013501	7.594545
ENSMFAG00000013533	7.889104
ENSMFAG00000013540	5.452965
ENSMFAG00000013555	3.921668
ENSMFAG00000013566	2.289373
ENSMFAG00000013575	6.125863
ENSMFAG00000013591	9.77482
ENSMFAG00000013646	2.137568
ENSMFAG00000013671	5.478132
ENSMFAG00000013679	4.335929
ENSMFAG00000013681	1.143885
ENSMFAG00000013695	2.501745
ENSMFAG00000013705	5.980139
ENSMFAG00000013719	6.510505
ENSMFAG00000013720	1.986405
ENSMFAG00000013725	1.419904
ENSMFAG00000013753	3.695061
ENSMFAG00000013780	6.113703
ENSMFAG00000013789	5.032779
ENSMFAG00000013793	10.121345
ENSMFAG00000013813	1.009839
ENSMFAG00000013851	4.684502
ENSMFAG00000013855	10.742816
ENSMFAG00000013860	6.108487
ENSMFAG00000013861	10.24731
ENSMFAG00000013877	6.303096
ENSMFAG00000013881	9.851245
ENSMFAG00000013894	7.208539
ENSMFAG00000013965	11.623189
ENSMFAG00000013971	5.276831
ENSMFAG00000013977	2.989805
ENSMFAG00000013978	5.723629
ENSMFAG00000014004	4.996537
ENSMFAG00000014028	0.311118
ENSMFAG00000014033	7.586899
ENSMFAG00000014104	7.043832
ENSMFAG00000014109	7.253935
ENSMFAG00000014144	10.522559
ENSMFAG00000014166	11.422804
ENSMFAG00000014171	7.488322
ENSMFAG00000014222	5.10732
ENSMFAG00000014232	11.301257
ENSMFAG00000014265	11.425162
ENSMFAG00000014271	7.763866
ENSMFAG00000014293	5.230373
ENSMFAG00000014325	6.661126
ENSMFAG00000014326	8.361491
ENSMFAG00000014345	6.473476
ENSMFAG00000014363	9.81287
ENSMFAG00000014366	11.043221
ENSMFAG00000014381	1.71133
ENSMFAG00000014388	9.971904
ENSMFAG00000014391	1.224743
ENSMFAG00000014400	3.184415
ENSMFAG00000014434	0.482131
ENSMFAG00000014455	9.708481
ENSMFAG00000014463	0.5959
ENSMFAG00000014468	7.063826
ENSMFAG00000014469	9.338142
ENSMFAG00000014478	2.168542
ENSMFAG00000014493	3.701965
ENSMFAG00000014524	9.670679
ENSMFAG00000014525	2.573579
ENSMFAG00000014527	4.50926
ENSMFAG00000014550	11.168297
ENSMFAG00000014562	7.934249
ENSMFAG00000014644	1.751842
ENSMFAG00000014652	3.753969
ENSMFAG00000014661	7.287856
ENSMFAG00000014671	12.035124
ENSMFAG00000014685	2.113812
ENSMFAG00000014721	11.566874
ENSMFAG00000014750	11.350383
ENSMFAG00000014784	6.688732
ENSMFAG00000014799	10.611551
ENSMFAG00000014834	5.644299
ENSMFAG00000014836	11.942275
ENSMFAG00000014837	8.271523
ENSMFAG00000014842	4.56194
ENSMFAG00000014884	3.983984
ENSMFAG00000014887	10.25564
ENSMFAG00000014914	8.820363
ENSMFAG00000014947	9.846972
ENSMFAG00000014991	11.294242
ENSMFAG00000015046	10.949175
ENSMFAG00000015060	8.046155
ENSMFAG00000015141	2.349989
ENSMFAG00000015162	4.599459
ENSMFAG00000015166	8.237189
ENSMFAG00000015175	5.33398
ENSMFAG00000015194	10.071466
ENSMFAG00000015218	4.578868
ENSMFAG00000015257	3.864702
ENSMFAG00000015302	5.811857
ENSMFAG00000015337	1.976526
ENSMFAG00000015459	0.539116
ENSMFAG00000015461	9.868285
ENSMFAG00000015501	1.66588
ENSMFAG00000015504	6.256988
ENSMFAG00000015508	4.590105
ENSMFAG00000015524	8.991189
ENSMFAG00000015528	0.939628
ENSMFAG00000015532	1.288768
ENSMFAG00000015538	0.542308
ENSMFAG00000015544	3.899086
ENSMFAG00000015568	9.447077
ENSMFAG00000015570	1.604965
ENSMFAG00000015592	9.940496
ENSMFAG00000015595	6.383327
ENSMFAG00000015606	11.377437
ENSMFAG00000015609	1.600071
ENSMFAG00000015627	3.577755
ENSMFAG00000015655	11.387836
ENSMFAG00000015670	3.825147
ENSMFAG00000015684	11.831888
ENSMFAG00000015685	8.117677
ENSMFAG00000015728	7.477262
ENSMFAG00000015735	5.120459
ENSMFAG00000015746	12.055876
ENSMFAG00000015762	0.882073
ENSMFAG00000015784	7.502053
ENSMFAG00000015786	1.019607
ENSMFAG00000015798	6.914213
ENSMFAG00000015912	8.911002
ENSMFAG00000015919	10.362891
ENSMFAG00000015927	7.284822
ENSMFAG00000015946	6.036786
ENSMFAG00000015955	6.569743
ENSMFAG00000015963	11.296722
ENSMFAG00000015994	11.118375
ENSMFAG00000015999	2.592253
ENSMFAG00000016007	3.605022
ENSMFAG00000016016	0.45613
ENSMFAG00000016019	11.198709
ENSMFAG00000016029	11.421128
ENSMFAG00000016031	2.54338
ENSMFAG00000016049	10.108711
ENSMFAG00000016053	0.814569
ENSMFAG00000016064	9.46395
ENSMFAG00000016080	4.712484
ENSMFAG00000016100	11.742126
ENSMFAG00000016103	11.283584
ENSMFAG00000016105	10.950699
ENSMFAG00000016132	5.991096
ENSMFAG00000016135	3.126925
ENSMFAG00000016143	3.338244
ENSMFAG00000016169	0.372542
ENSMFAG00000016176	8.6783
ENSMFAG00000016180	2.453274
ENSMFAG00000016196	8.175003
ENSMFAG00000016207	10.728716
ENSMFAG00000016213	8.405331
ENSMFAG00000016215	0.727689
ENSMFAG00000016216	3.650161
ENSMFAG00000016222	2.708008
ENSMFAG00000016244	11.855888
ENSMFAG00000016274	1.336209
ENSMFAG00000016289	11.539106
ENSMFAG00000016302	6.766088
ENSMFAG00000016303	1.111317
ENSMFAG00000016333	11.228805
ENSMFAG00000016368	1.020106
ENSMFAG00000016417	9.274015
ENSMFAG00000016425	7.640491
ENSMFAG00000016428	9.211631
ENSMFAG00000016439	8.933173
ENSMFAG00000016453	5.804846
ENSMFAG00000016454	4.67817
ENSMFAG00000016485	3.110982
ENSMFAG00000016509	2.370099
ENSMFAG00000016548	8.179201
ENSMFAG00000016609	2.609379
ENSMFAG00000016634	8.64358
ENSMFAG00000016702	10.085137
ENSMFAG00000016709	10.225641
ENSMFAG00000016712	4.81752
ENSMFAG00000016715	4.856032
ENSMFAG00000016727	4.667399
ENSMFAG00000016729	11.51412
ENSMFAG00000016743	9.529332
ENSMFAG00000016768	1.180933
ENSMFAG00000016781	10.24322
ENSMFAG00000016818	3.206716
ENSMFAG00000016821	10.76191
ENSMFAG00000016830	6.394767
ENSMFAG00000016864	8.14278
ENSMFAG00000016897	1.98956
ENSMFAG00000016940	1.403335
ENSMFAG00000016983	12.060375
ENSMFAG00000016994	8.838844
ENSMFAG00000017006	6.546055
ENSMFAG00000017011	0.629468
ENSMFAG00000017057	4.372795
ENSMFAG00000017090	10.901655
ENSMFAG00000017140	11.565041
ENSMFAG00000017158	11.776797
ENSMFAG00000017159	3.44345
ENSMFAG00000017163	7.44622
ENSMFAG00000017174	9.551519
ENSMFAG00000017248	3.060091
ENSMFAG00000017285	11.312921
ENSMFAG00000017287	6.996045
ENSMFAG00000017288	10.275103
ENSMFAG00000017328	6.050681
ENSMFAG00000017334	4.282616
ENSMFAG00000017337	3.166287
ENSMFAG00000017358	1.010856
ENSMFAG00000017373	6.158704
ENSMFAG00000017384	1.983535
ENSMFAG00000017407	6.232222
ENSMFAG00000017410	6.744394
ENSMFAG00000017427	11.553418
ENSMFAG00000017431	9.110623
ENSMFAG00000017476	8.378174
ENSMFAG00000017496	6.281684
ENSMFAG00000017504	10.082247
ENSMFAG00000017515	9.267097
ENSMFAG00000017533	6.533064
ENSMFAG00000017546	4.822816
ENSMFAG00000017591	2.140427
ENSMFAG00000017601	9.019485
ENSMFAG00000017641	11.545675
ENSMFAG00000017689	2.844679
ENSMFAG00000017741	3.049278
ENSMFAG00000017743	7.631221
ENSMFAG00000017777	1.459506
ENSMFAG00000017796	1.113082
ENSMFAG00000017802	6.519081
ENSMFAG00000017814	11.905724
ENSMFAG00000017819	1.135788
ENSMFAG00000017855	3.286918
ENSMFAG00000017858	0.71687
ENSMFAG00000017867	1.744389
ENSMFAG00000017869	3.765747
ENSMFAG00000017882	6.844116
ENSMFAG00000017901	6.698342
ENSMFAG00000017916	9.362984
ENSMFAG00000018031	2.168291
ENSMFAG00000018080	8.154049
ENSMFAG00000018118	1.11423
ENSMFAG00000018162	8.829899
ENSMFAG00000018170	7.38798
ENSMFAG00000018190	5.805638
ENSMFAG00000018199	6.674058
ENSMFAG00000018226	11.799153
ENSMFAG00000018246	3.302874
ENSMFAG00000018250	8.665815
ENSMFAG00000018286	6.549853
ENSMFAG00000018413	1.274801
ENSMFAG00000018428	2.251399
ENSMFAG00000018435	2.866347
ENSMFAG00000018465	4.96765
ENSMFAG00000018471	1.143002
ENSMFAG00000018534	7.42565
ENSMFAG00000018541	5.981473
ENSMFAG00000018576	1.651499
ENSMFAG00000018632	8.321896
ENSMFAG00000018633	3.509024
ENSMFAG00000018634	9.408337
ENSMFAG00000018676	10.687856
ENSMFAG00000018720	6.683871
ENSMFAG00000018749	3.772351
ENSMFAG00000018815	7.405781
ENSMFAG00000018834	8.671902
ENSMFAG00000018839	3.775657
ENSMFAG00000018851	4.469311
ENSMFAG00000018852	2.518713
ENSMFAG00000018867	12.180919
ENSMFAG00000018870	8.483929
ENSMFAG00000018873	9.08898
ENSMFAG00000018899	9.002536
ENSMFAG00000018901	2.269848
ENSMFAG00000018905	9.078815
ENSMFAG00000018951	4.719784
ENSMFAG00000018955	11.872562
ENSMFAG00000018966	4.502979
ENSMFAG00000018969	11.221086
ENSMFAG00000019054	3.589291
ENSMFAG00000019088	2.213275
ENSMFAG00000019118	8.909055
ENSMFAG00000019129	6.484218
ENSMFAG00000019143	0.810902
ENSMFAG00000019163	5.208282
ENSMFAG00000019215	10.082657
ENSMFAG00000019253	5.484123
ENSMFAG00000019292	7.602476
ENSMFAG00000019310	4.609965
ENSMFAG00000019339	0.776267
ENSMFAG00000019344	6.897747
ENSMFAG00000019421	0.967519
ENSMFAG00000019453	5.850716
ENSMFAG00000019454	0.64096
ENSMFAG00000019461	1.534602
ENSMFAG00000019477	10.310533
ENSMFAG00000019480	7.117146
ENSMFAG00000019530	3.657108
ENSMFAG00000019535	8.07248
ENSMFAG00000019545	9.329563
ENSMFAG00000019616	7.117691
ENSMFAG00000019657	9.08988
ENSMFAG00000019689	6.82927
ENSMFAG00000019699	10.321921
ENSMFAG00000019706	5.842962
ENSMFAG00000019727	4.421215
ENSMFAG00000019768	10.857943
ENSMFAG00000019910	0.667643
ENSMFAG00000019936	1.788438
ENSMFAG00000019961	5.48468
ENSMFAG00000019971	5.577491
ENSMFAG00000020073	1.825619
ENSMFAG00000020099	6.580076
ENSMFAG00000020103	5.352968
ENSMFAG00000020143	9.765098
ENSMFAG00000020148	4.126471
ENSMFAG00000020220	6.374203
ENSMFAG00000020277	1.363598
ENSMFAG00000020286	6.544559
ENSMFAG00000020297	10.115669
ENSMFAG00000020318	6.007932
ENSMFAG00000020331	4.102555
ENSMFAG00000020399	1.52883
ENSMFAG00000020410	0.739579
ENSMFAG00000020420	6.762754
ENSMFAG00000020465	5.689476
ENSMFAG00000020471	10.966295
ENSMFAG00000020472	11.998036
ENSMFAG00000020492	6.517522
ENSMFAG00000020515	3.107988
ENSMFAG00000020521	10.280741
ENSMFAG00000020523	7.336533
ENSMFAG00000020533	11.913618
ENSMFAG00000020561	11.799394
ENSMFAG00000020574	1.379661
ENSMFAG00000020646	3.013478
ENSMFAG00000020667	11.671857
ENSMFAG00000020718	9.519728
ENSMFAG00000020773	0.388627
ENSMFAG00000020774	1.250475
ENSMFAG00000020777	2.207966
ENSMFAG00000020840	6.506485
ENSMFAG00000020932	10.297905
ENSMFAG00000020933	2.449302
ENSMFAG00000020953	9.638031
ENSMFAG00000021008	5.240942
ENSMFAG00000021011	11.104341
ENSMFAG00000021012	4.451367
ENSMFAG00000021041	5.696885
ENSMFAG00000021071	0.495887
ENSMFAG00000021078	8.9272
ENSMFAG00000021079	9.967938
ENSMFAG00000021107	8.212005
ENSMFAG00000021112	9.862356
ENSMFAG00000021118	8.980927
ENSMFAG00000021158	4.867571
ENSMFAG00000021159	2.583026
ENSMFAG00000021160	7.03339
ENSMFAG00000021167	6.272057
ENSMFAG00000021176	0.862268
ENSMFAG00000021203	3.914876
ENSMFAG00000021237	7.782407
ENSMFAG00000021261	8.795253
ENSMFAG00000021315	4.9444
ENSMFAG00000021373	3.458283
ENSMFAG00000021393	10.542318
ENSMFAG00000021451	4.088347
ENSMFAG00000021460	1.825016
ENSMFAG00000021495	5.663395
ENSMFAG00000021542	4.154245
ENSMFAG00000021547	5.518037
ENSMFAG00000021613	6.981204
ENSMFAG00000021616	7.2593
ENSMFAG00000021643	11.975737
ENSMFAG00000021668	2.278226
ENSMFAG00000021712	3.873584
ENSMFAG00000021718	2.843296
ENSMFAG00000021730	2.611129
ENSMFAG00000021733	2.777101
ENSMFAG00000021753	6.743822
ENSMFAG00000021756	5.062907
ENSMFAG00000021768	7.761407
ENSMFAG00000021791	2.911794
ENSMFAG00000021836	1.412599
ENSMFAG00000021900	8.645133
ENSMFAG00000021919	6.758846
ENSMFAG00000022020	11.098036
ENSMFAG00000022029	11.611151
ENSMFAG00000022058	4.74122
