GeneID,Gene.name,Gene.type,M20,M4
ENSMFAG00000034330,ENSMFAG00000034330,protein_coding,grey,grey
ENSMFAG00000034342,IGF2R,protein_coding,grey,grey
ENSMFAG00000034351,ENSMFAG00000034351,protein_coding,grey,grey
ENSMFAG00000034374,ENSMFAG00000034374,protein_coding,grey,grey
ENSMFAG00000034387,ENSMFAG00000034387,protein_coding,grey,grey
ENSMFAG00000034390,ENSMFAG00000034390,protein_coding,grey,grey
ENSMFAG00000034394,ENSMFAG00000034394,protein_coding,grey,grey
ENSMFAG00000034398,TMEM132C,protein_coding,grey,grey
ENSMFAG00000034399,TMOD4,protein_coding,grey,grey
ENSMFAG00000034403,ENSMFAG00000034403,protein_coding,grey,grey
ENSMFAG00000034405,ECEL1,protein_coding,grey,grey
ENSMFAG00000034411,GPR50,protein_coding,grey,grey
ENSMFAG00000034423,KCNJ8,protein_coding,grey,grey
ENSMFAG00000034425,TM4SF20,protein_coding,grey,grey
ENSMFAG00000034437,FUT11,protein_coding,grey,grey
ENSMFAG00000034440,CARD14,protein_coding,grey,grey
ENSMFAG00000034441,IQCE,protein_coding,grey,grey
ENSMFAG00000034453,IL17REL,protein_coding,grey,grey
ENSMFAG00000034465,ENSMFAG00000034465,protein_coding,grey,grey
ENSMFAG00000034469,RFX8,protein_coding,grey,grey
ENSMFAG00000034470,COL6A6,protein_coding,grey,grey
ENSMFAG00000034475,JSRP1,protein_coding,grey,grey
ENSMFAG00000034478,ENSMFAG00000034478,protein_coding,grey,grey
ENSMFAG00000034503,ENSMFAG00000034503,protein_coding,grey,grey
ENSMFAG00000034505,DHRS9,protein_coding,grey,grey
ENSMFAG00000034508,ENSMFAG00000034508,protein_coding,grey,grey
ENSMFAG00000034515,ENSMFAG00000034515,protein_coding,grey,grey
ENSMFAG00000034528,ENSMFAG00000034528,protein_coding,grey,grey
ENSMFAG00000034534,ENSMFAG00000034534,protein_coding,grey,grey
ENSMFAG00000034535,HSPA6,protein_coding,grey,grey
ENSMFAG00000034544,C19orf18,protein_coding,grey,grey
ENSMFAG00000034545,PKD2L2,protein_coding,grey,grey
ENSMFAG00000034546,TMC3,protein_coding,grey,grey
ENSMFAG00000034548,ENSMFAG00000034548,protein_coding,grey,grey
ENSMFAG00000034549,DNER,protein_coding,grey,grey
ENSMFAG00000034551,ACR,protein_coding,grey,grey
ENSMFAG00000034552,RIPK3,protein_coding,grey,grey
ENSMFAG00000034586,PEX6,protein_coding,grey,grey
ENSMFAG00000034592,ENSMFAG00000034592,protein_coding,grey,grey
ENSMFAG00000034596,C2orf74,protein_coding,grey,grey
ENSMFAG00000034597,ENSMFAG00000034597,protein_coding,grey,grey
ENSMFAG00000034600,DNTT,protein_coding,grey,grey
ENSMFAG00000034614,CYP2C75,protein_coding,grey,grey
ENSMFAG00000034621,ENSMFAG00000034621,protein_coding,grey,grey
ENSMFAG00000034623,MANSC4,protein_coding,grey,grey
ENSMFAG00000034626,C1orf167,protein_coding,grey,grey
ENSMFAG00000034631,GRIP1,protein_coding,grey,grey
ENSMFAG00000034669,TEDC2,protein_coding,grey,grey
ENSMFAG00000034670,EXD1,protein_coding,grey,grey
ENSMFAG00000034674,ZNF563,protein_coding,grey,grey
ENSMFAG00000034677,ENSMFAG00000034677,protein_coding,grey,grey
ENSMFAG00000034684,ENSMFAG00000034684,protein_coding,grey,grey
ENSMFAG00000034694,ASAH2,protein_coding,grey,grey
ENSMFAG00000034720,MIR320E,miRNA,grey,grey
ENSMFAG00000034752,ENSMFAG00000034752,miRNA,grey,grey
ENSMFAG00000034810,ENSMFAG00000034810,miRNA,grey,grey
ENSMFAG00000034830,MIR27A,miRNA,grey,grey
ENSMFAG00000034835,ENSMFAG00000034835,protein_coding,grey,grey
ENSMFAG00000034881,ENSMFAG00000034881,miRNA,grey,grey
ENSMFAG00000034905,ENSMFAG00000034905,protein_coding,grey,grey
ENSMFAG00000034925,ENSMFAG00000034925,protein_coding,grey,grey
ENSMFAG00000034998,ENSMFAG00000034998,protein_coding,grey,grey
ENSMFAG00000034999,ENSMFAG00000034999,protein_coding,grey,grey
ENSMFAG00000035034,ENSMFAG00000035034,protein_coding,grey,grey
ENSMFAG00000035049,MIR139,miRNA,grey,grey
ENSMFAG00000035099,ENSMFAG00000035099,protein_coding,grey,grey
ENSMFAG00000035122,MIR6812,miRNA,grey,grey
ENSMFAG00000035129,ENSMFAG00000035129,protein_coding,grey,grey
ENSMFAG00000035160,RNF151,protein_coding,grey,grey
ENSMFAG00000035171,ENSMFAG00000035171,protein_coding,grey,grey
ENSMFAG00000035175,ENSMFAG00000035175,protein_coding,grey,grey
ENSMFAG00000035180,PDK4,protein_coding,grey,grey
ENSMFAG00000035181,ERICH4,protein_coding,grey,grey
ENSMFAG00000035198,ENSMFAG00000035198,miRNA,grey,grey
ENSMFAG00000035211,MIR326,miRNA,grey,grey
ENSMFAG00000035223,ENSMFAG00000035223,miRNA,grey,grey
ENSMFAG00000035227,RHEBL1,protein_coding,grey,grey
ENSMFAG00000035261,MIR4743,miRNA,grey,grey
ENSMFAG00000035298,MIR33A,miRNA,grey,grey
ENSMFAG00000035327,ENSMFAG00000035327,protein_coding,grey,grey
ENSMFAG00000035334,TAPBPL,protein_coding,grey,grey
ENSMFAG00000035343,ENSMFAG00000035343,protein_coding,grey,grey
ENSMFAG00000035348,ENSMFAG00000035348,protein_coding,grey,grey
ENSMFAG00000035352,RD3L,protein_coding,grey,grey
ENSMFAG00000035353,SLAMF1,protein_coding,grey,grey
ENSMFAG00000035365,ENSMFAG00000035365,protein_coding,grey,grey
ENSMFAG00000035370,FAM151A,protein_coding,grey,grey
ENSMFAG00000035373,ALPK1,protein_coding,grey,grey
ENSMFAG00000035375,UBR4,protein_coding,grey,grey
ENSMFAG00000035379,ENSMFAG00000035379,protein_coding,grey,grey
ENSMFAG00000035384,SP9,protein_coding,grey,grey
ENSMFAG00000035412,GEMIN6,protein_coding,grey,grey
ENSMFAG00000035421,ADGRL2,protein_coding,grey,grey
ENSMFAG00000035439,CXCL2,protein_coding,grey,grey
ENSMFAG00000035440,ENSMFAG00000035440,protein_coding,grey,grey
ENSMFAG00000035452,ENSMFAG00000035452,protein_coding,grey,grey
ENSMFAG00000035455,SSUH2,protein_coding,grey,grey
ENSMFAG00000035473,LTF,protein_coding,grey,grey
ENSMFAG00000035479,TMEM127,protein_coding,grey,grey
ENSMFAG00000035480,GBP3,protein_coding,grey,grey
ENSMFAG00000035481,ENSMFAG00000035481,protein_coding,grey,grey
ENSMFAG00000035505,HK2,protein_coding,grey,grey
ENSMFAG00000035518,TTLL6,protein_coding,grey,grey
ENSMFAG00000035520,SRRD,protein_coding,grey,grey
ENSMFAG00000035531,MCM4,protein_coding,grey,grey
ENSMFAG00000035535,TAC3,protein_coding,grey,grey
ENSMFAG00000035541,SPC25,protein_coding,grey,grey
ENSMFAG00000035542,CDC25C,protein_coding,grey,grey
ENSMFAG00000035544,PPP1R10,protein_coding,grey,grey
ENSMFAG00000035549,PTS,protein_coding,grey,grey
ENSMFAG00000035573,ENSMFAG00000035573,protein_coding,grey,grey
ENSMFAG00000035575,SPATA16,protein_coding,grey,grey
ENSMFAG00000035596,NUDCD2,protein_coding,grey,grey
ENSMFAG00000035603,ENSMFAG00000035603,protein_coding,grey,grey
ENSMFAG00000035611,MCU,protein_coding,grey,grey
ENSMFAG00000035612,ENSMFAG00000035612,protein_coding,grey,grey
ENSMFAG00000035615,TDRP,protein_coding,grey,grey
ENSMFAG00000035631,IPO11,protein_coding,grey,grey
ENSMFAG00000035638,ENSMFAG00000035638,protein_coding,grey,grey
ENSMFAG00000035640,CASP4,protein_coding,grey,grey
ENSMFAG00000035641,ENSMFAG00000035641,protein_coding,grey,grey
ENSMFAG00000035650,MAN2A2,protein_coding,grey,grey
ENSMFAG00000035651,MOV10L1,protein_coding,grey,grey
ENSMFAG00000035671,TEX26,protein_coding,grey,grey
ENSMFAG00000035677,COX18,protein_coding,grey,grey
ENSMFAG00000035678,ADAM18,protein_coding,grey,grey
ENSMFAG00000035689,HBQ1,protein_coding,grey,grey
ENSMFAG00000035704,TMEM26,protein_coding,grey,grey
ENSMFAG00000035715,ENSMFAG00000035715,protein_coding,grey,grey
ENSMFAG00000035723,ZNF665,protein_coding,grey,grey
ENSMFAG00000035728,ENSMFAG00000035728,protein_coding,grey,grey
ENSMFAG00000035734,NPC2,protein_coding,grey,grey
ENSMFAG00000035757,FBXW9,protein_coding,grey,grey
ENSMFAG00000035759,ENSMFAG00000035759,protein_coding,grey,grey
ENSMFAG00000035764,TMED4,protein_coding,grey,grey
ENSMFAG00000035767,MEI1,protein_coding,grey,grey
ENSMFAG00000035785,C4orf19,protein_coding,grey,grey
ENSMFAG00000035791,CYP1A1,protein_coding,grey,grey
ENSMFAG00000035799,ENSMFAG00000035799,protein_coding,grey,grey
ENSMFAG00000035808,ENSMFAG00000035808,protein_coding,grey,grey
ENSMFAG00000035830,PLA2G12B,protein_coding,grey,grey
ENSMFAG00000035838,ENSMFAG00000035838,protein_coding,grey,grey
ENSMFAG00000035842,KRT14,protein_coding,grey,grey
ENSMFAG00000035848,ENSMFAG00000035848,protein_coding,grey,grey
ENSMFAG00000035856,ATP9B,protein_coding,grey,grey
ENSMFAG00000035864,ZNF18,protein_coding,grey,grey
ENSMFAG00000035879,ENSMFAG00000035879,protein_coding,grey,grey
ENSMFAG00000035890,UBQLNL,protein_coding,grey,grey
ENSMFAG00000035900,DLX5,protein_coding,grey,grey
ENSMFAG00000035920,ENSMFAG00000035920,protein_coding,grey,grey
ENSMFAG00000035924,ENSMFAG00000035924,protein_coding,grey,grey
ENSMFAG00000035925,CHEK2,protein_coding,grey,grey
ENSMFAG00000035926,ITGAE,protein_coding,grey,grey
ENSMFAG00000035932,ENSMFAG00000035932,protein_coding,grey,grey
ENSMFAG00000035935,FBXO39,protein_coding,grey,grey
ENSMFAG00000035946,IFI44L,protein_coding,grey,grey
ENSMFAG00000035959,NR2E3,protein_coding,grey,grey
ENSMFAG00000035967,ENSMFAG00000035967,protein_coding,grey,grey
ENSMFAG00000035975,ENSMFAG00000035975,protein_coding,grey,grey
ENSMFAG00000035983,SATB2,protein_coding,grey,grey
ENSMFAG00000035987,ENSMFAG00000035987,protein_coding,grey,grey
ENSMFAG00000035988,DLGAP5,protein_coding,grey,grey
ENSMFAG00000035994,ENSMFAG00000035994,protein_coding,grey,grey
ENSMFAG00000035995,ENSMFAG00000035995,protein_coding,grey,grey
ENSMFAG00000035996,METTL9,protein_coding,grey,grey
ENSMFAG00000036000,ENSMFAG00000036000,protein_coding,grey,grey
ENSMFAG00000036023,CROT,protein_coding,grey,grey
ENSMFAG00000036026,MIR548C,miRNA,grey,grey
ENSMFAG00000036032,MIR25,miRNA,grey,grey
ENSMFAG00000036043,ENSMFAG00000036043,protein_coding,grey,grey
ENSMFAG00000036052,RBP7,protein_coding,grey,grey
ENSMFAG00000036053,USP31,protein_coding,grey,grey
ENSMFAG00000036061,IL12B,protein_coding,grey,grey
ENSMFAG00000036073,ITGAD,protein_coding,grey,grey
ENSMFAG00000036096,IP6K3,protein_coding,grey,grey
ENSMFAG00000036097,LRRC71,protein_coding,grey,grey
ENSMFAG00000036098,ENSMFAG00000036098,protein_coding,grey,grey
ENSMFAG00000036100,ENSMFAG00000036100,protein_coding,grey,grey
ENSMFAG00000036101,ENSMFAG00000036101,protein_coding,grey,grey
ENSMFAG00000036125,ENSMFAG00000036125,protein_coding,grey,grey
ENSMFAG00000036130,ENSMFAG00000036130,protein_coding,grey,grey
ENSMFAG00000036136,ENSMFAG00000036136,protein_coding,grey,grey
ENSMFAG00000036137,PARP16,protein_coding,grey,grey
ENSMFAG00000036150,CD2,protein_coding,grey,grey
ENSMFAG00000036151,ENSMFAG00000036151,protein_coding,grey,grey
ENSMFAG00000036154,ATP8B1,protein_coding,grey,grey
ENSMFAG00000036160,KLHL10,protein_coding,grey,grey
ENSMFAG00000036180,PTTG1,protein_coding,grey,grey
ENSMFAG00000036185,TTC19,protein_coding,grey,grey
ENSMFAG00000036186,ENSMFAG00000036186,protein_coding,grey,grey
ENSMFAG00000036190,DCAF12,protein_coding,grey,grey
ENSMFAG00000036198,ENSMFAG00000036198,protein_coding,grey,grey
ENSMFAG00000036201,TMEM45B,protein_coding,grey,grey
ENSMFAG00000036203,ENSMFAG00000036203,protein_coding,grey,grey
ENSMFAG00000036271,ENSMFAG00000036271,miRNA,grey,grey
ENSMFAG00000036275,ENSMFAG00000036275,miRNA,grey,grey
ENSMFAG00000036286,ENSMFAG00000036286,protein_coding,grey,grey
ENSMFAG00000036288,ENSMFAG00000036288,protein_coding,grey,grey
ENSMFAG00000036291,ENSMFAG00000036291,protein_coding,grey,grey
ENSMFAG00000036298,ENSMFAG00000036298,protein_coding,grey,grey
ENSMFAG00000036302,MEOX1,protein_coding,grey,grey
ENSMFAG00000036311,CLEC5A,protein_coding,grey,grey
ENSMFAG00000036314,ENSMFAG00000036314,protein_coding,grey,grey
ENSMFAG00000036315,ENSMFAG00000036315,protein_coding,grey,grey
ENSMFAG00000036316,ENSMFAG00000036316,protein_coding,grey,grey
ENSMFAG00000036320,DPPA4,protein_coding,grey,grey
ENSMFAG00000036332,APOL1,protein_coding,grey,grey
ENSMFAG00000036340,ENSMFAG00000036340,protein_coding,grey,grey
ENSMFAG00000036349,ENSMFAG00000036349,protein_coding,grey,grey
ENSMFAG00000036352,EDN2,protein_coding,grey,grey
ENSMFAG00000036354,ACBD6,protein_coding,grey,grey
ENSMFAG00000036359,FRMD7,protein_coding,grey,grey
ENSMFAG00000036366,C14orf178,protein_coding,grey,grey
ENSMFAG00000036371,ENSMFAG00000036371,protein_coding,grey,grey
ENSMFAG00000036396,GIMAP7,protein_coding,grey,grey
ENSMFAG00000036406,ENSMFAG00000036406,protein_coding,grey,grey
ENSMFAG00000036409,ODF3L2,protein_coding,grey,grey
ENSMFAG00000036424,TECTB,protein_coding,grey,grey
ENSMFAG00000036425,FAM20B,protein_coding,grey,grey
ENSMFAG00000036426,CLEC4A,protein_coding,grey,grey
ENSMFAG00000036436,ENSMFAG00000036436,protein_coding,grey,grey
ENSMFAG00000036465,ENSMFAG00000036465,miRNA,grey,grey
ENSMFAG00000036470,ENSMFAG00000036470,miRNA,grey,grey
ENSMFAG00000036486,ENSMFAG00000036486,protein_coding,grey,grey
ENSMFAG00000036496,CYP11A,protein_coding,grey,grey
ENSMFAG00000036497,ENSMFAG00000036497,protein_coding,grey,grey
ENSMFAG00000036505,ENSMFAG00000036505,protein_coding,grey,grey
ENSMFAG00000036508,PRDM16,protein_coding,grey,grey
ENSMFAG00000036512,ENSMFAG00000036512,protein_coding,grey,grey
ENSMFAG00000036516,ENSMFAG00000036516,protein_coding,grey,grey
ENSMFAG00000036520,SLC4A1,protein_coding,grey,grey
ENSMFAG00000036530,ENSMFAG00000036530,protein_coding,grey,grey
ENSMFAG00000036537,FAM120B,protein_coding,grey,grey
ENSMFAG00000036541,JHY,protein_coding,grey,grey
ENSMFAG00000036557,TSACC,protein_coding,grey,grey
ENSMFAG00000036562,TMEM86A,protein_coding,grey,grey
ENSMFAG00000036563,TMEM143,protein_coding,grey,grey
ENSMFAG00000036580,ENSMFAG00000036580,protein_coding,grey,grey
ENSMFAG00000036590,EAF1,protein_coding,grey,grey
ENSMFAG00000036594,DHRS2,protein_coding,grey,grey
ENSMFAG00000036608,LILRA5,protein_coding,grey,grey
ENSMFAG00000036615,UBD,protein_coding,grey,grey
ENSMFAG00000036619,RHOBTB2,protein_coding,grey,grey
ENSMFAG00000036651,ENSMFAG00000036651,protein_coding,grey,grey
ENSMFAG00000036675,LEMD1,protein_coding,grey,grey
ENSMFAG00000036677,ENSMFAG00000036677,protein_coding,grey,grey
ENSMFAG00000036688,DHDH,protein_coding,grey,grey
ENSMFAG00000036694,NUP210L,protein_coding,grey,grey
ENSMFAG00000036697,OPN1SW,protein_coding,grey,grey
ENSMFAG00000036707,ENSMFAG00000036707,protein_coding,grey,grey
ENSMFAG00000036709,LRR1,protein_coding,grey,grey
ENSMFAG00000036720,GID4,protein_coding,grey,grey
ENSMFAG00000036725,AARD,protein_coding,grey,grey
ENSMFAG00000036735,ENSMFAG00000036735,protein_coding,grey,grey
ENSMFAG00000036756,CD33,protein_coding,grey,grey
ENSMFAG00000036759,CCDC86,protein_coding,grey,grey
ENSMFAG00000036783,USP21,protein_coding,grey,grey
ENSMFAG00000036814,ENSMFAG00000036814,protein_coding,grey,grey
ENSMFAG00000036822,ACOT6,protein_coding,grey,grey
ENSMFAG00000036825,CIB4,protein_coding,grey,grey
ENSMFAG00000036854,VEGFD,protein_coding,grey,grey
ENSMFAG00000036861,ASB14,protein_coding,grey,grey
ENSMFAG00000036897,TMEM182,protein_coding,grey,grey
ENSMFAG00000036905,ENSMFAG00000036905,protein_coding,grey,grey
ENSMFAG00000036917,PRR19,protein_coding,grey,grey
ENSMFAG00000036930,ENSMFAG00000036930,protein_coding,grey,grey
ENSMFAG00000036934,CYB561D2,protein_coding,grey,grey
ENSMFAG00000036936,RNF227,protein_coding,grey,grey
ENSMFAG00000036953,C21orf62,protein_coding,grey,grey
ENSMFAG00000036964,ENSMFAG00000036964,protein_coding,grey,grey
ENSMFAG00000036965,G3BP1,protein_coding,grey,grey
ENSMFAG00000036986,ENSMFAG00000036986,protein_coding,grey,grey
ENSMFAG00000037001,ENSMFAG00000037001,protein_coding,grey,grey
ENSMFAG00000037007,ENSMFAG00000037007,protein_coding,grey,grey
ENSMFAG00000037018,BNIP1,protein_coding,grey,grey
ENSMFAG00000037031,KMT2B,protein_coding,grey,grey
ENSMFAG00000037033,CFAP52,protein_coding,grey,grey
ENSMFAG00000037034,SLC5A12,protein_coding,grey,grey
ENSMFAG00000037050,CALCB,protein_coding,grey,grey
ENSMFAG00000037051,SLC24A3,protein_coding,grey,grey
ENSMFAG00000037063,CXCR4,protein_coding,grey,grey
ENSMFAG00000037072,MKI67,protein_coding,grey,grey
ENSMFAG00000037074,ENSMFAG00000037074,protein_coding,grey,grey
ENSMFAG00000037076,ENSMFAG00000037076,protein_coding,grey,grey
ENSMFAG00000037084,ENSMFAG00000037084,protein_coding,grey,grey
ENSMFAG00000037091,NPTN,protein_coding,grey,grey
ENSMFAG00000037098,MC1R,protein_coding,grey,grey
ENSMFAG00000037100,STAT2,protein_coding,grey,grey
ENSMFAG00000037101,CASZ1,protein_coding,grey,grey
ENSMFAG00000037112,C10orf95,protein_coding,grey,grey
ENSMFAG00000037113,ENSMFAG00000037113,protein_coding,grey,grey
ENSMFAG00000037121,ENSMFAG00000037121,protein_coding,grey,grey
ENSMFAG00000037124,UTS2B,protein_coding,grey,grey
ENSMFAG00000037130,KCNV1,protein_coding,grey,grey
ENSMFAG00000037132,ENSMFAG00000037132,protein_coding,grey,grey
ENSMFAG00000037149,ENSMFAG00000037149,protein_coding,grey,grey
ENSMFAG00000037150,PSTPIP2,protein_coding,grey,grey
ENSMFAG00000037151,ENSMFAG00000037151,protein_coding,grey,grey
ENSMFAG00000037154,ACPP,protein_coding,grey,grey
ENSMFAG00000037164,ENSMFAG00000037164,protein_coding,grey,grey
ENSMFAG00000037173,CCRL2,protein_coding,grey,grey
ENSMFAG00000037176,PXDNL,protein_coding,grey,grey
ENSMFAG00000037205,OR8D1,protein_coding,grey,grey
ENSMFAG00000037254,ENSMFAG00000037254,protein_coding,grey,grey
ENSMFAG00000037262,KPNA2,protein_coding,grey,grey
ENSMFAG00000037263,ENSMFAG00000037263,protein_coding,grey,grey
ENSMFAG00000037269,BAIAP2L1,protein_coding,grey,grey
ENSMFAG00000037279,C8B,protein_coding,grey,grey
ENSMFAG00000037283,ENSMFAG00000037283,protein_coding,grey,grey
ENSMFAG00000037295,NRK,protein_coding,grey,grey
ENSMFAG00000037298,SLCO5A1,protein_coding,grey,grey
ENSMFAG00000037324,SYNM,protein_coding,grey,grey
ENSMFAG00000037330,FAM168A,protein_coding,grey,grey
ENSMFAG00000037336,ENSMFAG00000037336,protein_coding,grey,grey
ENSMFAG00000037341,TMEM202,protein_coding,grey,grey
ENSMFAG00000037343,CYP2A24,protein_coding,grey,grey
ENSMFAG00000037356,TMEM210,protein_coding,grey,grey
ENSMFAG00000037370,ENSMFAG00000037370,protein_coding,grey,grey
ENSMFAG00000037385,ENSMFAG00000037385,protein_coding,grey,grey
ENSMFAG00000037389,TUBGCP6,protein_coding,grey,grey
ENSMFAG00000037400,ENSMFAG00000037400,protein_coding,grey,grey
ENSMFAG00000037443,ENSMFAG00000037443,protein_coding,grey,grey
ENSMFAG00000037451,ENSMFAG00000037451,miRNA,grey,grey
ENSMFAG00000037469,ENSMFAG00000037469,protein_coding,grey,grey
ENSMFAG00000037475,ENSMFAG00000037475,protein_coding,grey,grey
ENSMFAG00000037476,ENSMFAG00000037476,protein_coding,grey,grey
ENSMFAG00000037528,ENSMFAG00000037528,protein_coding,grey,grey
ENSMFAG00000037530,OXTR,protein_coding,grey,grey
ENSMFAG00000037536,SLC5A7,protein_coding,grey,grey
ENSMFAG00000037537,ARTN,protein_coding,grey,grey
ENSMFAG00000037569,EXD3,protein_coding,grey,grey
ENSMFAG00000037571,SLC9C1,protein_coding,grey,grey
ENSMFAG00000037578,ENSMFAG00000037578,protein_coding,grey,grey
ENSMFAG00000037586,NAPSA,protein_coding,grey,grey
ENSMFAG00000037589,L3HYPDH,protein_coding,grey,grey
ENSMFAG00000037597,RPS6KL1,protein_coding,grey,grey
ENSMFAG00000037604,ABCB11,protein_coding,grey,grey
ENSMFAG00000037611,ZNF816,protein_coding,grey,grey
ENSMFAG00000037616,UPK1A,protein_coding,grey,grey
ENSMFAG00000037625,TEX11,protein_coding,grey,grey
ENSMFAG00000037626,ENSMFAG00000037626,protein_coding,grey,grey
ENSMFAG00000037671,ENSMFAG00000037671,protein_coding,grey,grey
ENSMFAG00000037673,CISD1,protein_coding,grey,grey
ENSMFAG00000037717,ENSMFAG00000037717,protein_coding,grey,grey
ENSMFAG00000037722,RHNO1,protein_coding,grey,grey
ENSMFAG00000037727,ENSMFAG00000037727,protein_coding,grey,grey
ENSMFAG00000037745,RTP4,protein_coding,grey,grey
ENSMFAG00000037747,ENSMFAG00000037747,protein_coding,grey,grey
ENSMFAG00000037755,PPP1R1C,protein_coding,grey,grey
ENSMFAG00000037759,ENSMFAG00000037759,protein_coding,grey,grey
ENSMFAG00000037761,ENSMFAG00000037761,protein_coding,grey,grey
ENSMFAG00000037762,RFX4,protein_coding,grey,grey
ENSMFAG00000037778,MND1,protein_coding,grey,grey
ENSMFAG00000037784,ENSMFAG00000037784,protein_coding,grey,grey
ENSMFAG00000037787,NTN1,protein_coding,grey,grey
ENSMFAG00000037788,ERGIC1,protein_coding,grey,grey
ENSMFAG00000037791,NOXO1,protein_coding,grey,grey
ENSMFAG00000037795,ENSMFAG00000037795,protein_coding,grey,grey
ENSMFAG00000037800,KRT85,protein_coding,grey,grey
ENSMFAG00000037806,GRXCR1,protein_coding,grey,grey
ENSMFAG00000037808,LIN28A,protein_coding,grey,grey
ENSMFAG00000037816,SLC25A48,protein_coding,grey,grey
ENSMFAG00000037821,ENSMFAG00000037821,protein_coding,grey,grey
ENSMFAG00000037834,AICDA,protein_coding,grey,grey
ENSMFAG00000037840,CPSF4L,protein_coding,grey,grey
ENSMFAG00000037846,IFI44,protein_coding,grey,grey
ENSMFAG00000037863,MYL4,protein_coding,grey,grey
ENSMFAG00000037864,ENSMFAG00000037864,protein_coding,grey,grey
ENSMFAG00000037868,APOA1,protein_coding,grey,grey
ENSMFAG00000037872,ENSMFAG00000037872,protein_coding,grey,grey
ENSMFAG00000037873,OTULIN,protein_coding,grey,grey
ENSMFAG00000037886,ENSMFAG00000037886,protein_coding,grey,grey
ENSMFAG00000037906,RCL1,protein_coding,grey,grey
ENSMFAG00000037914,DHFR2,protein_coding,grey,grey
ENSMFAG00000037924,ENSMFAG00000037924,protein_coding,grey,grey
ENSMFAG00000037957,RAPSN,protein_coding,grey,grey
ENSMFAG00000037958,GART,protein_coding,grey,grey
ENSMFAG00000037977,ENSMFAG00000037977,protein_coding,grey,grey
ENSMFAG00000037983,MTURN,protein_coding,grey,grey
ENSMFAG00000038004,ENSMFAG00000038004,protein_coding,grey,grey
ENSMFAG00000038008,ENSMFAG00000038008,protein_coding,grey,grey
ENSMFAG00000038017,ATP6V1FNB,protein_coding,grey,grey
ENSMFAG00000038018,ENSMFAG00000038018,protein_coding,grey,grey
ENSMFAG00000038025,SERPINA5,protein_coding,grey,grey
ENSMFAG00000038029,FOSB,protein_coding,grey,grey
ENSMFAG00000038033,VSIG10L2,protein_coding,grey,grey
ENSMFAG00000038034,ENSMFAG00000038034,protein_coding,grey,grey
ENSMFAG00000038049,ENSMFAG00000038049,protein_coding,grey,grey
ENSMFAG00000038051,TGM7,protein_coding,grey,grey
ENSMFAG00000038054,EMC7,protein_coding,grey,grey
ENSMFAG00000038068,TRAPPC3L,protein_coding,grey,grey
ENSMFAG00000038075,ENSMFAG00000038075,protein_coding,grey,grey
ENSMFAG00000038077,ENSMFAG00000038077,protein_coding,grey,grey
ENSMFAG00000038087,ENSMFAG00000038087,protein_coding,grey,grey
ENSMFAG00000038088,CXCL10,protein_coding,grey,grey
ENSMFAG00000038090,SLC29A1,protein_coding,grey,grey
ENSMFAG00000038094,ENSMFAG00000038094,protein_coding,grey,grey
ENSMFAG00000038106,SAA4,protein_coding,grey,grey
ENSMFAG00000038132,PDZD9,protein_coding,grey,grey
ENSMFAG00000038141,TM4SF5,protein_coding,grey,grey
ENSMFAG00000038159,GTF3C2,protein_coding,grey,grey
ENSMFAG00000038162,COQ5,protein_coding,grey,grey
ENSMFAG00000038171,ENSMFAG00000038171,protein_coding,grey,grey
ENSMFAG00000038180,ENSMFAG00000038180,protein_coding,grey,grey
ENSMFAG00000038181,MYLK3,protein_coding,grey,grey
ENSMFAG00000038184,C20orf144,protein_coding,grey,grey
ENSMFAG00000038190,ENSMFAG00000038190,protein_coding,grey,grey
ENSMFAG00000038231,ENSMFAG00000038231,protein_coding,grey,grey
ENSMFAG00000038237,PPY,protein_coding,grey,grey
ENSMFAG00000038252,ENSMFAG00000038252,protein_coding,grey,grey
ENSMFAG00000038253,ENSMFAG00000038253,protein_coding,grey,grey
ENSMFAG00000038262,ENSMFAG00000038262,protein_coding,grey,grey
ENSMFAG00000038267,GPR153,protein_coding,grey,grey
ENSMFAG00000038274,INSL3,protein_coding,grey,grey
ENSMFAG00000038293,INKA2,protein_coding,grey,grey
ENSMFAG00000038294,ZFP69,protein_coding,grey,grey
ENSMFAG00000038299,MSMP,protein_coding,grey,grey
ENSMFAG00000038302,ENSMFAG00000038302,protein_coding,grey,grey
ENSMFAG00000038325,PTBP1,protein_coding,grey,grey
ENSMFAG00000038331,COL26A1,protein_coding,grey,grey
ENSMFAG00000038333,TMEM259,protein_coding,grey,grey
ENSMFAG00000038338,MYBPH,protein_coding,grey,grey
ENSMFAG00000038346,ENSMFAG00000038346,protein_coding,grey,grey
ENSMFAG00000038351,ENSMFAG00000038351,protein_coding,grey,grey
ENSMFAG00000038361,SIX6,protein_coding,grey,grey
ENSMFAG00000038366,ODF3L1,protein_coding,grey,grey
ENSMFAG00000038381,ENSMFAG00000038381,protein_coding,grey,grey
ENSMFAG00000038382,ENSMFAG00000038382,protein_coding,grey,grey
ENSMFAG00000038388,FCRL1,protein_coding,grey,grey
ENSMFAG00000038415,NRTN,protein_coding,grey,grey
ENSMFAG00000038418,ENSMFAG00000038418,protein_coding,grey,grey
ENSMFAG00000038432,NUAK2,protein_coding,grey,grey
ENSMFAG00000038444,DKK1,protein_coding,grey,grey
ENSMFAG00000038453,LXN,protein_coding,grey,grey
