Num,Crab.eating.macaque.gene.stable.ID,Crab.eating.macaque.gene.name,Human.Gene.stable.ID,Human.Gene.name,Human.Entrez.Gene,pls1Neg,pls1Pos,GO.0099536.synaptic.signaling,GO.0007272.ensheathment.of.neurons,GO.0050808.synapse.organization,GO.0061564.axon.development,GO.0007612.learning,GO.0016198.axon.choice.point.recognition,GO.0034765.regulation.of.ion.transmembran,GO.1903305.regulation.of.regulated.secret,GO.0044057.regulation.of.system.process,GO.0019932.second.messenger.mediated.sign,GO.0022029.telencephalon.cell.migration,GO.0040008.regulation.of.growth,hsa04080.Neuroactive.ligand.receptor.in,GO.0090066.regulation.of.anatomical.struc,GO.0046328.regulation.of.JNK.cascade,GO.0046849.bone.remodeling,GO.0007422.peripheral.nervous.system.deve,GO.0035235.ionotropic.glutamate.receptor,GO.0015701.bicarbonate.transport,GO.0046467.membrane.lipid.biosynthetic.pr,TotalEvidenceCount
99.0,ENSMFAG00000002228,C1QL1,ENSG00000131094,C1QL1,10882.0,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100.0,ENSMFAG00000002241,C21orf91,ENSG00000154642,C21orf91,54149.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
101.0,ENSMFAG00000002264,KCNK4,ENSG00000182450,KCNK4,50801.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
102.0,ENSMFAG00000002286,SLC7A9,ENSG00000021488,SLC7A9,11136.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
103.0,ENSMFAG00000002297,WASF1,ENSG00000112290,WASF1,8936.0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
104.0,ENSMFAG00000002333,ZKSCAN8,ENSG00000198315,ZKSCAN8,7745.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
105.0,ENSMFAG00000002374,FBXO10,ENSG00000147912,FBXO10,26267.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
106.0,ENSMFAG00000002392,SHISA2,ENSG00000180730,SHISA2,387914.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
107.0,ENSMFAG00000002394,NPAS4,ENSG00000174576,NPAS4,266743.0,0,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
108.0,ENSMFAG00000002420,CDC23,ENSG00000094880,CDC23,8697.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
109.0,ENSMFAG00000002426,EXOC3L4,ENSG00000205436,EXOC3L4,91828.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
110.0,ENSMFAG00000002479,APP,ENSG00000142192,APP,351.0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
111.0,ENSMFAG00000002494,CEP170B,ENSG00000099814,CEP170B,283638.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
112.0,ENSMFAG00000002613,IFNLR1,ENSG00000185436,IFNLR1,163702.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
113.0,ENSMFAG00000002654,BEND7,ENSG00000165626,BEND7,222389.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
114.0,ENSMFAG00000002658,SLC2A12,ENSG00000146411,SLC2A12,154091.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
115.0,ENSMFAG00000002696,ZNF577,ENSG00000161551,ZNF577,84765.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
116.0,ENSMFAG00000002701,DLL1,ENSG00000198719,DLL1,28514.0,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
117.0,ENSMFAG00000002708,DOK4,ENSG00000125170,DOK4,55715.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
118.0,ENSMFAG00000002722,COL11A1,ENSG00000060718,COL11A1,1301.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
119.0,ENSMFAG00000002731,FBRS,ENSG00000156860,FBRS,64319.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
120.0,ENSMFAG00000002735,RNF13,ENSG00000082996,RNF13,11342.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
121.0,ENSMFAG00000002756,CYP46A1,ENSG00000036530,CYP46A1,10858.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
122.0,ENSMFAG00000002769,EFHD1,ENSG00000115468,EFHD1,80303.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
123.0,ENSMFAG00000002805,POLG2,ENSG00000256525,POLG2,11232.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
124.0,ENSMFAG00000002811,VEZF1,ENSG00000136451,VEZF1,7716.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
125.0,ENSMFAG00000002820,FAM184B,ENSG00000047662,FAM184B,27146.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
126.0,ENSMFAG00000002821,SLC4A2,ENSG00000164889,SLC4A2,6522.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
127.0,ENSMFAG00000002827,ENPP2,ENSG00000136960,ENPP2,5168.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
128.0,ENSMFAG00000002877,ZNF473,ENSG00000142528,ZNF473,25888.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
129.0,ENSMFAG00000002881,KIF3C,ENSG00000084731,KIF3C,3797.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
130.0,ENSMFAG00000002894,SLAIN1,ENSG00000139737,SLAIN1,122060.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
131.0,ENSMFAG00000002979,CBX6,ENSG00000183741,CBX6,23466.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
132.0,ENSMFAG00000002989,SYT5,ENSG00000129990,SYT5,6861.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
133.0,ENSMFAG00000002990,LAMB3,ENSG00000196878,LAMB3,3914.0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
134.0,ENSMFAG00000003054,RASGRF2,ENSG00000113319,RASGRF2,5924.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
135.0,ENSMFAG00000003076,SLC1A6,ENSG00000105143,SLC1A6,6511.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
136.0,ENSMFAG00000003078,ACTN1,ENSG00000072110,ACTN1,87.0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
137.0,ENSMFAG00000003086,ZCCHC24,ENSG00000165424,ZCCHC24,219654.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
138.0,ENSMFAG00000003162,H6PD,ENSG00000049239,H6PD,9563.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
139.0,ENSMFAG00000003224,KCNJ4,ENSG00000168135,KCNJ4,3761.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
140.0,ENSMFAG00000003240,FKBP1B,ENSG00000119782,FKBP1B,2281.0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
141.0,ENSMFAG00000003246,NPDC1,ENSG00000107281,NPDC1,56654.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
142.0,ENSMFAG00000003247,DTHD1,ENSG00000197057,DTHD1,401124.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
143.0,ENSMFAG00000003274,MRTFB,ENSG00000186260,MRTFB,57496.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
144.0,ENSMFAG00000003280,FBXL16,ENSG00000127585,FBXL16,146330.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
145.0,ENSMFAG00000003319,CYP2J2,ENSG00000134716,CYP2J2,1573.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
146.0,ENSMFAG00000003350,ABCA10,ENSG00000154263,ABCA10,10349.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
147.0,ENSMFAG00000003369,DTX1,ENSG00000135144,DTX1,1840.0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
148.0,ENSMFAG00000003378,GALNTL6,ENSG00000174473,GALNTL6,442117.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
149.0,ENSMFAG00000003384,ENSMFAG00000003384,ENSG00000186868,MAPT,4137.0,0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
150.0,ENSMFAG00000003418,PSME4,ENSG00000068878,PSME4,23198.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
151.0,ENSMFAG00000003427,ZDHHC9,ENSG00000188706,ZDHHC9,51114.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
152.0,ENSMFAG00000003432,CA11,ENSG00000063180,CA11,770.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
153.0,ENSMFAG00000003438,CEP44,ENSG00000164118,CEP44,80817.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
154.0,ENSMFAG00000003445,TRPM1,ENSG00000134160,TRPM1,4308.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
155.0,ENSMFAG00000003486,ZNF512B,ENSG00000196700,ZNF512B,57473.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
156.0,ENSMFAG00000003493,JAK1,ENSG00000162434,JAK1,3716.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
157.0,ENSMFAG00000003532,DHX15,ENSG00000109606,DHX15,1665.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
158.0,ENSMFAG00000003541,RNF125,ENSG00000101695,RNF125,54941.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
159.0,ENSMFAG00000003547,RRP36,ENSG00000124541,RRP36,88745.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
160.0,ENSMFAG00000003552,ENSMFAG00000003552,ENSG00000126860,EVI2A,2123.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,,,ENSG00000265118,AC134669.1,,1,0,,,,,,,,,,,,,,,,,,,,,
161.0,ENSMFAG00000003587,CHI3L1,ENSG00000133048,CHI3L1,1116.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
162.0,ENSMFAG00000003628,E2F3,ENSG00000112242,E2F3,1871.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
163.0,ENSMFAG00000003641,NEK4,ENSG00000114904,NEK4,6787.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
164.0,ENSMFAG00000003657,GP1BB,ENSG00000203618,GP1BB,2812.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
165.0,ENSMFAG00000003675,SNX32,ENSG00000172803,SNX32,254122.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
166.0,ENSMFAG00000003719,PTK2B,ENSG00000120899,PTK2B,2185.0,0,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
167.0,ENSMFAG00000003737,ABCA6,ENSG00000154262,ABCA6,23460.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
168.0,ENSMFAG00000003778,KDM4C,ENSG00000107077,KDM4C,23081.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
169.0,ENSMFAG00000003816,GABRA3,ENSG00000011677,GABRA3,2556.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
170.0,ENSMFAG00000003818,SLC11A2,ENSG00000110911,SLC11A2,4891.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
171.0,ENSMFAG00000003839,UPK2,ENSG00000110375,UPK2,7379.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
172.0,ENSMFAG00000003845,AOPEP,ENSG00000148120,AOPEP,84909.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
173.0,ENSMFAG00000003853,ZNF132,ENSG00000131849,ZNF132,7691.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
174.0,ENSMFAG00000003892,C2orf80,ENSG00000188674,C2orf80,389073.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
175.0,ENSMFAG00000003948,AWAT2,ENSG00000147160,AWAT2,158835.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
176.0,ENSMFAG00000003950,CD22,ENSG00000012124,CD22,933.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
177.0,ENSMFAG00000003951,ENSMFAG00000003951,,,,1,0,,,,,,,,,,,,,,,,,,,,,
178.0,ENSMFAG00000003984,IFNGR1,ENSG00000027697,IFNGR1,3459.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
179.0,ENSMFAG00000004023,KLK6,ENSG00000167755,KLK6,5653.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
180.0,ENSMFAG00000004055,PLEKHG5,ENSG00000171680,PLEKHG5,57449.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
181.0,ENSMFAG00000004076,ENSMFAG00000004076,,,,0,1,,,,,,,,,,,,,,,,,,,,,
182.0,ENSMFAG00000004105,NXT2,ENSG00000101888,NXT2,55916.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
183.0,ENSMFAG00000004332,MAS1,ENSG00000130368,MAS1,4142.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
184.0,ENSMFAG00000004536,GPR68,ENSG00000119714,GPR68,8111.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
185.0,ENSMFAG00000004617,AHDC1,ENSG00000126705,AHDC1,27245.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
186.0,ENSMFAG00000004646,LRP12,ENSG00000147650,LRP12,29967.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
187.0,ENSMFAG00000004849,SLC33A1,ENSG00000169359,SLC33A1,9197.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
188.0,ENSMFAG00000005540,ARX,ENSG00000004848,ARX,170302.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
189.0,ENSMFAG00000005894,KISS1R,ENSG00000116014,KISS1R,84634.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
190.0,ENSMFAG00000005982,P2RY1,ENSG00000169860,P2RY1,5028.0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
191.0,ENSMFAG00000006033,RHOG,ENSG00000177105,RHOG,391.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
192.0,ENSMFAG00000006394,ELFN1,ENSG00000225968,ELFN1,392617.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
193.0,ENSMFAG00000006791,CHCHD6,ENSG00000159685,CHCHD6,84303.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
194.0,ENSMFAG00000006848,RF01278,ENSG00000239169,SNORD109B,338429.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,,,ENSG00000274640,SNORD109A,338428.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
195.0,ENSMFAG00000007100,ZNF613,ENSG00000176024,ZNF613,79898.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
196.0,ENSMFAG00000007238,GLTP,ENSG00000139433,GLTP,51228.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
197.0,ENSMFAG00000007347,SRA1,ENSG00000213523,SRA1,10011.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
198.0,ENSMFAG00000007358,PLEKHF1,ENSG00000166289,PLEKHF1,79156.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
199.0,ENSMFAG00000007623,KCNA3,ENSG00000177272,KCNA3,3738.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
200.0,ENSMFAG00000007641,PHLDB1,ENSG00000019144,PHLDB1,23187.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
201.0,ENSMFAG00000007668,ASIC2,ENSG00000108684,ASIC2,40.0,0,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
202.0,ENSMFAG00000007806,CDK5R1,ENSG00000176749,CDK5R1,8851.0,0,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
